setid,Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ElSsJ,0,293.15,101,1100.76,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0,298.15,101,1095.74,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0,303.15,101,1090.73,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0,313.15,101,1080.69,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0,323.15,101,1070.66,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0,333.15,101,1060.63,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0,343.15,101,1050.58,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0,353.15,101,1040.51,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.116,293.15,101,1116.62,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
ElSsJ,0.116,298.15,101,1112.15,Iulian and Ciocirlan (2012),Density,Liquid,AAPByN,CS(C)=O,dimethyl sulfoxide,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,,,
