setid,"Temperature, K",Solvent: Weight fraction of (+)-galactose,"MolaLity of 1-butyl-3-methylimidazolium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Ovkwl,303.15,0.1,0.1014,83,1039.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.1,0.1526,83,1041.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.1,0.201,83,1043.3,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.1,0.2527,83,1045.2,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.1,0.3034,83,1046.9,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.1,0.3542,83,1048.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.1,0.4014,83,1050.2,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.1,0.4553,83,1051.9,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.1,0.502,83,1053.4,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.15,0,83,1056.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.15,0.0506,83,1058.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.15,0.1019,83,1060.9,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.15,0.1537,83,1062.9,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.15,0.205,83,1064.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.15,0.254,83,1066.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.15,0.3073,83,1068.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.15,0.3528,83,1070.2,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.15,0.4062,83,1072,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.15,0.4554,83,1073.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.15,0.505,83,1075.4,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.05,0,83,1013.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.05,0.051,83,1015.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.05,0.1,83,1017.2,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.05,0.154,83,1019.1,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.05,0.2009,83,1020.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.05,0.2502,83,1022.4,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.05,0.3063,83,1024.2,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.05,0.355,83,1025.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.05,0.408,83,1027.4,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.05,0.455,83,1028.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.05,0.51,83,1030.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.1,0,83,1033.9,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.1,0.0558,83,1036,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.1,0.1014,83,1037.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.1,0.1526,83,1039.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.1,0.201,83,1041.3,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.1,0.2527,83,1043,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.1,0.3034,83,1044.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.1,0.3542,83,1046.4,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.1,0.4014,83,1047.9,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.1,0.4553,83,1049.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.1,0.502,83,1051,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.15,0,83,1054.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.15,0.0506,83,1056.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.15,0.1019,83,1058.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.15,0.1537,83,1060.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.15,0.205,83,1062.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.15,0.254,83,1064.4,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.15,0.3073,83,1066.3,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.15,0.3528,83,1067.9,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.15,0.4062,83,1069.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.15,0.4554,83,1071.4,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,308.15,0.15,0.505,83,1073,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.05,0,83,1011.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.05,0.051,83,1013.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.05,0.1,83,1015.2,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.05,0.154,83,1017.1,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.05,0.2009,83,1018.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.05,0.2502,83,1020.2,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.05,0.3063,83,1022,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.05,0.355,83,1023.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.05,0.408,83,1025.1,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.05,0.455,83,1026.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.05,0.51,83,1028.2,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.1,0,83,1031.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.1,0.0558,83,1033.9,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.1,0.1014,83,1035.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.1,0.1526,83,1037.4,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.1,0.201,83,1039,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.1,0.2527,83,1040.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.1,0.3034,83,1042.4,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.1,0.3542,83,1044,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.1,0.4014,83,1045.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.1,0.4553,83,1047.1,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.1,0.502,83,1048.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.15,0,83,1052.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.15,0.0506,83,1054.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.15,0.1019,83,1056.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.15,0.1537,83,1058.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,313.15,0.15,0.205,83,1060.3,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
