setid,"Temperature, K",Solvent: Weight fraction of (+)-galactose,"MolaLity of 1-butyl-3-methylimidazolium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Ovkwl,293.15,0.05,0.51,83,1036.3,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.1,0,83,1038.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.1,0.0558,83,1041.1,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.1,0.1014,83,1042.9,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.1,0.1526,83,1045,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.1,0.201,83,1046.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.1,0.2527,83,1048.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.1,0.3034,83,1050.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.1,0.3542,83,1052.4,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.1,0.4014,83,1054,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.1,0.4553,83,1055.9,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.1,0.502,83,1057.4,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.15,0,83,1060.1,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.15,0.0506,83,1062.3,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.15,0.1019,83,1064.4,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.15,0.1537,83,1066.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.15,0.205,83,1068.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.15,0.254,83,1070.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.15,0.3073,83,1072.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.15,0.3528,83,1074.2,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.15,0.4062,83,1076.2,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.15,0.4554,83,1077.9,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,293.15,0.15,0.505,83,1079.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.05,0,83,1016.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.05,0.051,83,1018.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.05,0.1,83,1020.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.05,0.154,83,1022.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.05,0.2009,83,1024.4,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.05,0.2502,83,1026.1,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.05,0.3063,83,1028,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.05,0.355,83,1029.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.05,0.408,83,1031.3,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.05,0.455,83,1032.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.05,0.51,83,1034.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.1,0,83,1037.3,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.1,0.0558,83,1039.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.1,0.1014,83,1041.4,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.1,0.1526,83,1043.4,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.1,0.201,83,1045.2,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.1,0.2527,83,1047,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.1,0.3034,83,1048.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.1,0.3542,83,1050.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.1,0.4014,83,1052.2,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.1,0.4553,83,1054,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.1,0.502,83,1055.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.15,0,83,1058.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.15,0.0506,83,1060.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.15,0.1019,83,1062.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.15,0.1537,83,1064.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.15,0.205,83,1066.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.15,0.254,83,1068.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.15,0.3073,83,1070.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.15,0.3528,83,1072.3,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.15,0.4062,83,1074.2,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.15,0.4554,83,1076,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,298.15,0.15,0.505,83,1077.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.05,0,83,1015.3,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.05,0.051,83,1017.3,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.05,0.1,83,1019.1,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.05,0.154,83,1021,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.05,0.2009,83,1022.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.05,0.2502,83,1024.3,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.05,0.3063,83,1026.2,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.05,0.355,83,1027.8,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.05,0.408,83,1029.5,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.05,0.455,83,1030.9,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.05,0.51,83,1032.6,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.1,0,83,1035.7,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
Ovkwl,303.15,0.1,0.0558,83,1037.9,Frouzesh and Rafiee (2021),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAihzw,O=C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,(+)-galactose,AADYJk,O,water
