setid,"MolaLity of DL-2-aminopropanoic acid, mol/kg","Pressure, kPa","Temperature, K","Solvent: MolaRity of tetradecyltrimethylammonium bromide, mol/dm3","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qlbEB,0,101,298.15,0.1,997.999,Talele and Kishore (2014),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
qlbEB,0.048682,101,298.15,0.1,999.413,Talele and Kishore (2014),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
qlbEB,0.105686,101,298.15,0.1,1001.03,Talele and Kishore (2014),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
qlbEB,0.14775,101,298.15,0.1,1002.21,Talele and Kishore (2014),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
qlbEB,0.204684,101,298.15,0.1,1003.82,Talele and Kishore (2014),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
qlbEB,0.238147,101,298.15,0.1,1004.73,Talele and Kishore (2014),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
qlbEB,0.296209,101,298.15,0.1,1006.33,Talele and Kishore (2014),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
qlbEB,0.348248,101,298.15,0.1,1007.73,Talele and Kishore (2014),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
qlbEB,0.390669,101,298.15,0.1,1008.87,Talele and Kishore (2014),Density,Liquid,AARGzi,CC(N)C(=O)O,DL-2-aminopropanoic acid,ABMkqO,CCCCCCCCCCCCCC[N+](C)(C)C.[Br-],tetradecyltrimethylammonium bromide,AADYJk,O,water
