setid,Mole fraction of ethanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QbJzZ,0,298.15,101,1040.4,Gomez et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
QbJzZ,0.098,298.15,101,1032.8,Gomez et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
QbJzZ,0.196,298.15,101,1024,Gomez et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
QbJzZ,0.2898,298.15,101,1014,Gomez et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
QbJzZ,0.4075,298.15,101,999.7,Gomez et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
QbJzZ,0.568,298.15,101,972.7,Gomez et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
QbJzZ,0.7044,298.15,101,940.5,Gomez et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
QbJzZ,0.7955,298.15,101,909.7,Gomez et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
QbJzZ,0.903,298.15,101,857.5,Gomez et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
QbJzZ,0.9047,298.15,101,857,Gomez et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
QbJzZ,0.9445,298.15,101,831.5,Gomez et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
QbJzZ,1,298.15,101,785.4,Gomez et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
