setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
viMwp,293.15,0,101,987,Neale et al. (2017),Density,Liquid,AASFLt,N#CCCCC#N,pentanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
viMwp,293.15,0.1003,101,1094.2,Neale et al. (2017),Density,Liquid,AASFLt,N#CCCCC#N,pentanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
viMwp,293.15,0.1997,101,1167.5,Neale et al. (2017),Density,Liquid,AASFLt,N#CCCCC#N,pentanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
viMwp,293.15,0.2999,101,1222.5,Neale et al. (2017),Density,Liquid,AASFLt,N#CCCCC#N,pentanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
viMwp,293.15,0.4002,101,1266.7,Neale et al. (2017),Density,Liquid,AASFLt,N#CCCCC#N,pentanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
viMwp,293.15,0.5006,101,1300.5,Neale et al. (2017),Density,Liquid,AASFLt,N#CCCCC#N,pentanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
viMwp,293.15,0.6003,101,1327.5,Neale et al. (2017),Density,Liquid,AASFLt,N#CCCCC#N,pentanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
viMwp,293.15,0.6998,101,1349.1,Neale et al. (2017),Density,Liquid,AASFLt,N#CCCCC#N,pentanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
viMwp,293.15,0.8004,101,1368.5,Neale et al. (2017),Density,Liquid,AASFLt,N#CCCCC#N,pentanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
viMwp,293.15,0.9002,101,1385.4,Neale et al. (2017),Density,Liquid,AASFLt,N#CCCCC#N,pentanedinitrile,ABdMNo,CCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide,,,
