setid,"Temperature, K","Solvent: MolaLity of 1-butyl-3-methylimidazolium hexafluorophosphate, mol/kg","MolaLity of 2-aminoacetic acid, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VAkgV,293.15,0.02,0,101,998.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.02,0.0526,101,1000,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.02,0.1052,101,1001.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.02,0.2398,101,1006,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.02,0.3577,101,1009.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.02,0.4136,101,1011.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.02,0.5162,101,1014.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.02,0.6121,101,1017.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.02,0.7073,101,1020.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.02,0.762,101,1022,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.02,0.8212,101,1023.8,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.04,0,101,999.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.04,0.0526,101,1001.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.04,0.1052,101,1002.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.04,0.2371,101,1007.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.04,0.3543,101,1010.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.04,0.4136,101,1012.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.04,0.5035,101,1015.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.04,0.6134,101,1018.8,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.04,0.6834,101,1020.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.04,0.7606,101,1023.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.04,0.8199,101,1024.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.06,0,101,1000.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.06,0.0533,101,1002,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.06,0.1026,101,1003.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.06,0.2038,101,1006.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.06,0.3557,101,1011.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.06,0.4129,101,1013.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.06,0.5049,101,1016.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.06,0.6134,101,1019.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.06,0.6834,101,1021.8,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.06,0.7606,101,1024.1,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.06,0.8206,101,1025.8,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.08,0,101,1003.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.08,0.0533,101,1005.1,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.08,0.1026,101,1006.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.08,0.2038,101,1010,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.08,0.3557,101,1014.8,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.08,0.4129,101,1016.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.08,0.5049,101,1019.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.08,0.6134,101,1022.8,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.08,0.6834,101,1024.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.08,0.7633,101,1027.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,293.15,0.08,0.8206,101,1028.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0,0,101,997,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0,0.052,101,998.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0,0.1032,101,1000.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0,0.2038,101,1003.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0,0.3064,101,1006.8,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0,0.4123,101,1010.1,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0,0.5029,101,1012.8,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0,0.6054,101,1015.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0,0.6827,101,1018.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0,0.7426,101,1020,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0,0.8199,101,1022.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.02,0,101,997.1,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.02,0.0526,101,998.8,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.02,0.1052,101,1000.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.02,0.2398,101,1004.8,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.02,0.3577,101,1008.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.02,0.4136,101,1010.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.02,0.5162,101,1013.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.02,0.6121,101,1016.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.02,0.7073,101,1019,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.02,0.762,101,1020.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.02,0.8212,101,1022.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.04,0,101,998.2,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.04,0.0526,101,999.9,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.04,0.1052,101,1001.6,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.04,0.2371,101,1005.8,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.04,0.3543,101,1009.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.04,0.4136,101,1011.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.04,0.5035,101,1014.1,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.04,0.6134,101,1017.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.04,0.6834,101,1019.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.04,0.7606,101,1021.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.04,0.8199,101,1023.4,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.06,0,101,1000,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.06,0.0533,101,1001.7,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.06,0.1026,101,1003.3,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
VAkgV,298.15,0.06,0.2038,101,1006.5,Sajid et al. (2021),Density,Liquid,AAOWgA,NCC(=O)O,2-aminoacetic acid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AADYJk,O,water
