setid,"Temperature, K","Pressure, kPa",Mole fraction of 1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
leytz,273,100,0.2,1487,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,278,100,0.2,1482,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,283,100,0.2,1477,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,288,100,0.2,1473,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,293,100,0.2,1468,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,298,100,0.2,1464,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,303,100,0.2,1459,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,308,100,0.2,1454,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,313,100,0.2,1450,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
leytz,318,100,0.2,1445,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,ABIjRs,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.[Rb+],rubidium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,,,
