setid,"Temperature, K",Mole fraction of 1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OqEDH,333.15,0.5012,101,1157.3,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,333.15,0.6015,101,1156.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,333.15,0.7032,101,1155.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,333.15,0.8004,101,1155.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,333.15,0.9002,101,1154.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,333.15,1,101,1154,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,338.15,0,101,1156.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,338.15,0.1022,101,1155.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,338.15,0.2001,101,1155,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,338.15,0.3021,101,1154.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,338.15,0.3996,101,1153.9,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,338.15,0.5012,101,1153.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,338.15,0.6015,101,1152.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,338.15,0.7032,101,1152.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,338.15,0.8004,101,1151.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,338.15,0.9002,101,1151.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,338.15,1,101,1150.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,343.15,0,101,1150.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,343.15,0.1022,101,1150.7,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,343.15,0.2001,101,1150.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,343.15,0.3021,101,1150.1,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,343.15,0.3996,101,1149.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,343.15,0.5012,101,1149.5,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,343.15,0.6015,101,1149,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,343.15,0.7032,101,1148.6,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,343.15,0.8004,101,1148.2,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,343.15,0.9002,101,1147.8,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
OqEDH,343.15,1,101,1147.4,Guan et al. (2022),Density,Liquid,AAmQcG,[S-]C#N.COCCN1C=[N+](C=C1)C,1-(2-methoxyethyl)-3-methylimidazolium thiocyanate,AATgdC,CC1COC(=O)O1,propylene carbonate,,,
