setid,"Temperature, K","MolaLity of 1-butyl-1-methylpyrrolidinium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YsKxX,288.15,0,100,999.1,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,288.15,0.05,100,1000.7,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,288.15,0.1,100,1002.2,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,288.15,0.1498,100,1003.6,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,288.15,0.1999,100,1005.1,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,288.15,0.2501,100,1006.5,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,288.15,0.2998,100,1007.8,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,288.15,0.35,100,1009.2,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,288.15,0.3996,100,1010.4,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,288.15,0.4499,100,1011.7,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,288.15,0.4998,100,1013,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,293.15,0,100,998.2,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,293.15,0.05,100,999.7,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,293.15,0.1,100,1001.2,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,293.15,0.1498,100,1002.6,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
