setid,"Temperature, K","MolaLity of 1-butyl-1-methylpyrrolidinium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YsKxX,293.15,0.1999,100,1004,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,293.15,0.2501,100,1005.3,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,293.15,0.2998,100,1006.6,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,293.15,0.35,100,1007.9,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,293.15,0.3996,100,1009.2,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,293.15,0.4499,100,1010.4,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,293.15,0.4998,100,1011.6,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,298.15,0,100,997,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,298.15,0.05,100,998.5,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,298.15,0.1,100,999.9,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,298.15,0.1498,100,1001.3,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,298.15,0.1999,100,1002.6,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,298.15,0.2501,100,1003.9,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,298.15,0.2998,100,1005.2,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,298.15,0.35,100,1006.5,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,298.15,0.3996,100,1007.7,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,298.15,0.4499,100,1008.9,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,298.15,0.4998,100,1010,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,303.15,0,100,995.6,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,303.15,0.05,100,997.1,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,303.15,0.1,100,998.4,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,303.15,0.1498,100,999.8,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,303.15,0.1999,100,1001.1,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,303.15,0.2501,100,1002.3,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,303.15,0.2998,100,1003.6,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,303.15,0.35,100,1004.8,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,303.15,0.3996,100,1006,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,303.15,0.4499,100,1007.1,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,303.15,0.4998,100,1008.3,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,308.15,0,100,994,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,308.15,0.05,100,995.4,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,308.15,0.1,100,996.7,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,308.15,0.1498,100,998,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,308.15,0.1999,100,999.3,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,308.15,0.2501,100,1000.5,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,308.15,0.2998,100,1001.8,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,308.15,0.35,100,1002.9,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,308.15,0.3996,100,1004.1,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,308.15,0.4499,100,1005.2,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
YsKxX,308.15,0.4998,100,1006.3,Sahin and Ayranci (2019),Density,Liquid,AAsCNC,CCCC[N+]1(C)CCCC1.F[B-](F)(F)F,1-butyl-1-methylpyrrolidinium tetrafluoroborate,AADYJk,O,water,,,
