setid,"Temperature, K",Mole fraction of 1-butylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Klamb,293.15,0.0478,101,878.25,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,293.15,0.0959,101,940.74,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,293.15,0.1952,101,1026.08,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,293.15,0.2938,101,1080.36,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,293.15,0.3916,101,1117.45,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,293.15,0.4921,101,1145.14,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,293.15,0.5949,101,1166.53,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,293.15,0.6989,101,1183.41,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,293.15,0.7972,101,1196.34,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,293.15,0.8478,101,1202.15,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,293.15,0.8978,101,1207.4,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,293.15,0.9471,101,1212.3,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,303.15,0.0478,101,869.29,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,303.15,0.0959,101,931.43,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,303.15,0.1952,101,1017.92,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,303.15,0.2938,101,1072.63,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,303.15,0.3916,101,1109.94,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,303.15,0.4921,101,1137.76,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,303.15,0.5949,101,1159.2,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,303.15,0.6989,101,1176.16,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,303.15,0.7972,101,1189.23,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,303.15,0.8478,101,1195.1,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,303.15,0.8978,101,1200.46,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,303.15,0.9471,101,1205.38,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,313.15,0.0478,101,860.54,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,313.15,0.0959,101,923.47,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,313.15,0.1952,101,1010.59,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,313.15,0.2938,101,1065.38,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,313.15,0.3916,101,1102.7,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,313.15,0.4921,101,1130.52,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,313.15,0.5949,101,1152.11,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,313.15,0.6989,101,1169.22,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,313.15,0.7972,101,1182.46,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,313.15,0.8478,101,1188.42,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,313.15,0.8978,101,1193.84,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,313.15,0.9471,101,1198.8,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,323.15,0.0478,101,852.41,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,323.15,0.0959,101,916,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,323.15,0.1952,101,1003.55,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,323.15,0.2938,101,1058.43,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,323.15,0.3916,101,1095.78,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,323.15,0.4921,101,1123.61,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,323.15,0.5949,101,1145.11,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,323.15,0.6989,101,1162.18,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,323.15,0.7972,101,1175.36,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,323.15,0.8478,101,1181.32,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,323.15,0.8978,101,1186.75,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
Klamb,323.15,0.9471,101,1191.71,Garcia-Mardones et al. (2012b),Density,Liquid,AAGIBL,CO,methanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
