setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tkrcO,274.15,0.001411,100,1066.41,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
tkrcO,283.15,0.001411,100,1060.77,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
tkrcO,293.15,0.001411,100,1054.37,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
tkrcO,293.15,0.001411,100,1054.53,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
tkrcO,298.15,0.001411,100,1051.12,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
tkrcO,303.15,0.001411,100,1047.81,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
tkrcO,313.15,0.001411,100,1041.62,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
tkrcO,323.15,0.001411,100,1035.75,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
tkrcO,333.15,0.001411,100,1029.99,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
tkrcO,333.15,0.001411,100,1030.21,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
tkrcO,343.15,0.001411,100,1024.22,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
tkrcO,353.15,0.001411,100,1018.32,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
tkrcO,363.15,0.001411,100,1012.43,Harris (2020),Density,Liquid,AAmGQS,CC(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium acetate,AADYJk,O,water,,,
