setid,"Temperature, K",Mole fraction of pentafluorobenzene,"Molar volume, m<SUP>3</SUP>/mol",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dBbzk,283.4,0.715,0.0001484,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AAgQwH,Fc1cc(F)c(F)c(F)c1F,pentafluorobenzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
dBbzk,298.2,0.704,0.0001523,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AAgQwH,Fc1cc(F)c(F)c(F)c1F,pentafluorobenzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
dBbzk,316.6,0.696,0.0001552,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AAgQwH,Fc1cc(F)c(F)c(F)c1F,pentafluorobenzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
dBbzk,333.2,0.681,0.0001605,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AAgQwH,Fc1cc(F)c(F)c(F)c1F,pentafluorobenzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
dBbzk,353.1,0.669,0.0001652,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AAgQwH,Fc1cc(F)c(F)c(F)c1F,pentafluorobenzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
dBbzk,373,0.657,0.0001692,Shiflett and Yokozeki (2008a),Density,Liquid mixture 1,Liquid mixture 2,,6,AAgQwH,Fc1cc(F)c(F)c(F)c1F,pentafluorobenzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide
