setid,"MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Temperature, K","Pressure, kPa","MolaLity of potassium 3-methoxy-3-oxopropanoate, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DUgMp,0.0392,288.15,101.3,0.25,1016.15,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.0392,293.15,101.3,0.25,1015.01,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.0392,298.15,101.3,0.25,1013.63,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.0392,303.15,101.3,0.25,1012.05,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.0392,308.15,101.3,0.25,1010.26,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.0392,313.15,101.3,0.25,1008.3,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.0965,288.15,101.3,0.25,1016.61,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.0965,293.15,101.3,0.25,1015.42,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.0965,298.15,101.3,0.25,1014,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.0965,303.15,101.3,0.25,1012.37,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
