setid,"MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Temperature, K","Pressure, kPa","MolaLity of potassium 3-methoxy-3-oxopropanoate, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
DUgMp,0.0965,308.15,101.3,0.25,1010.55,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.0965,313.15,101.3,0.25,1008.55,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.151,288.15,101.3,0.25,1017.09,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.151,293.15,101.3,0.25,1015.85,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.151,298.15,101.3,0.25,1014.38,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.151,303.15,101.3,0.25,1012.71,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.151,308.15,101.3,0.25,1010.85,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.151,313.15,101.3,0.25,1008.81,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.2027,288.15,101.3,0.25,1017.49,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.2027,293.15,101.3,0.25,1016.21,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.2027,298.15,101.3,0.25,1014.7,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.2027,303.15,101.3,0.25,1013,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.2027,308.15,101.3,0.25,1011.1,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.2027,313.15,101.3,0.25,1009.03,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.2564,288.15,101.3,0.25,1017.95,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.2564,293.15,101.3,0.25,1016.62,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.2564,298.15,101.3,0.25,1015.07,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.2564,303.15,101.3,0.25,1013.32,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.2564,308.15,101.3,0.25,1011.39,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.2564,313.15,101.3,0.25,1009.28,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.3108,288.15,101.3,0.25,1018.43,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.3108,293.15,101.3,0.25,1017.05,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.3108,298.15,101.3,0.25,1015.45,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.3108,303.15,101.3,0.25,1013.66,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.3108,308.15,101.3,0.25,1011.69,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.3108,313.15,101.3,0.25,1009.55,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.3536,288.15,101.3,0.25,1018.75,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.3536,293.15,101.3,0.25,1017.33,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.3536,298.15,101.3,0.25,1015.7,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.3536,303.15,101.3,0.25,1013.88,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.3536,308.15,101.3,0.25,1011.88,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.3536,313.15,101.3,0.25,1009.72,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.4226,288.15,101.3,0.25,1019.34,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.4226,293.15,101.3,0.25,1017.86,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.4226,298.15,101.3,0.25,1016.17,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.4226,303.15,101.3,0.25,1014.3,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.4226,308.15,101.3,0.25,1012.26,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
DUgMp,0.4226,313.15,101.3,0.25,1010.05,Sadeghi and Mahdavi (2012),Density,Liquid,AADYJk,O,water,AAeBId,COC(=O)CC(=O)[O-].[K+],potassium 3-methoxy-3-oxopropanoate,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
