setid,"MolaLity of 1-butyl-3-methylimidazolium trifluoromethanesulfonate, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vTHRX,0.049,293.15,101,789.81,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.049,308.15,101,777.07,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.049,323.15,101,763.51,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.1,293.15,101,794.52,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.1,308.15,101,781.8,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.1,323.15,101,768.29,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.152,293.15,101,799.18,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.152,308.15,101,786.48,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.152,323.15,101,772.99,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.207,293.15,101,804.09,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.207,308.15,101,791.39,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.207,323.15,101,777.93,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.254,293.15,101,808.1,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.254,308.15,101,795.41,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.254,323.15,101,781.98,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.51,293.15,101,828.98,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.51,308.15,101,816.33,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.51,323.15,101,803.01,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.754,293.15,101,847.24,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.754,308.15,101,834.61,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,0.754,323.15,101,821.37,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,1.006,293.15,101,864.73,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,1.006,308.15,101,852.1,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,1.006,323.15,101,838.92,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,1.525,293.15,101,896.77,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,1.525,308.15,101,884.17,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,1.525,323.15,101,871.1,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,1.758,293.15,101,910.13,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,1.758,308.15,101,897.53,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
vTHRX,1.758,323.15,101,884.5,Gonzalez et al. (2013c),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
