setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cjqgS,100,303.15,0.8995,1096.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,100,303.15,0.9492,1104,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,100,303.15,1,1110.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,100,308.15,0,792,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,100,308.15,0.0507,827,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,100,308.15,0.0946,853.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,100,308.15,0.1979,907.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,100,308.15,0.2906,946.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,100,308.15,0.4022,985.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,100,308.15,0.4939,1012.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,100,308.15,0.5959,1038.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,100,308.15,0.7046,1060.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,100,308.15,0.8003,1078.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,100,308.15,0.8995,1094.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,100,308.15,0.9492,1101.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,100,308.15,1,1107.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,298.15,0,804.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,298.15,0.0507,838.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,298.15,0.0946,864.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,298.15,0.1979,917.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,298.15,0.2906,956.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,298.15,0.4022,995,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,298.15,0.4939,1021.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,298.15,0.5959,1046.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,298.15,0.7046,1069.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,298.15,0.8003,1086.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,298.15,0.8995,1102.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,298.15,0.9492,1109.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,298.15,1,1115.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,303.15,0,800.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,303.15,0.0507,834.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,303.15,0.0946,861.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,303.15,0.1979,914.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,303.15,0.2906,953,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,303.15,0.4022,991.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,303.15,0.4939,1018.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,303.15,0.5959,1043.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,303.15,0.7046,1066.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,303.15,0.8003,1083.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,303.15,0.8995,1099.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,303.15,0.9492,1106.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,303.15,1,1112.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,308.15,0,796.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,308.15,0.0507,830.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,308.15,0.0946,857.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,308.15,0.1979,910.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,308.15,0.2906,949.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,308.15,0.4022,988.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,308.15,0.4939,1014.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,308.15,0.5959,1040.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,308.15,0.7046,1063,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,308.15,0.8003,1080.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,308.15,0.8995,1095.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,308.15,0.9492,1103.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,5000,308.15,1,1109.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,298.15,0,808,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,298.15,0.0507,842.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,298.15,0.0946,868.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,298.15,0.1979,920.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,298.15,0.2906,959.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,298.15,0.4022,997.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,298.15,0.4939,1024,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,298.15,0.5959,1048.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,298.15,0.7046,1071.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,298.15,0.8003,1088.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,298.15,0.8995,1104.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,298.15,0.9492,1111.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,298.15,1,1117.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,303.15,0,804,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,303.15,0.0507,838.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,303.15,0.0946,864.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,303.15,0.1979,917,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,303.15,0.2906,955.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,303.15,0.4022,993.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,303.15,0.4939,1020.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,303.15,0.5959,1045.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,303.15,0.7046,1068.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,303.15,0.8003,1085.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,303.15,0.8995,1101,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,303.15,0.9492,1108,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,303.15,1,1114.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,308.15,0,800.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,308.15,0.0507,834.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,308.15,0.0946,860.9,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,308.15,0.1979,913.5,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,308.15,0.2906,952.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,308.15,0.4022,990.7,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,308.15,0.4939,1017.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,308.15,0.5959,1042.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,308.15,0.7046,1065.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,308.15,0.8003,1082.3,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,308.15,0.8995,1097.8,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,308.15,0.9492,1105.1,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,10000,308.15,1,1111.2,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,15000,298.15,0,811.6,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
cjqgS,15000,298.15,0.0507,845.4,Hauk et al. (2021),Density,Liquid,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,AALcLI,CCCO,propan-1-ol,,,
