setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ffwvd,283.15,0,101,797.96,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,283.15,0.0561,101,877.91,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,283.15,0.112,101,940.59,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,283.15,0.213,101,1030.4,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,283.15,0.3285,101,1102.73,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,283.15,0.356,101,1116.6,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,283.15,0.525,101,1186.17,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,283.15,0.632,101,1216.85,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,283.15,0.7294,101,1241.16,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,283.15,0.8202,101,1260.05,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,283.15,0.9108,101,1276.87,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,283.15,0.9556,101,1284.1,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,283.15,1,101,1290.79,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,293.15,0,101,789.45,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,293.15,0.0561,101,869.68,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,293.15,0.112,101,932.56,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,293.15,0.213,101,1022.66,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,293.15,0.3285,101,1095.22,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,293.15,0.356,101,1109.14,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,293.15,0.525,101,1178.92,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,293.15,0.632,101,1209.45,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,293.15,0.7294,101,1235.29,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,293.15,0.8202,101,1253.01,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,293.15,0.9108,101,1269.82,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,293.15,0.9556,101,1277.06,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,293.15,1,101,1283.76,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,303.15,0,101,780.85,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
ffwvd,303.15,0.0561,101,861.41,Lladosa et al. (2021),Density,Liquid,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,AAIsrh,CCO,ethanol,,,
