setid,"Temperature, K","Mole fraction of 2,2,2-trifluoroethanol","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Uhueb,283.15,0.5788,101,1275,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,283.15,0.7238,101,1305.7,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,283.15,0.8247,101,1334.6,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,283.15,0.9013,101,1363,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,283.15,0.9587,101,1389.2,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,283.15,1,101,1408.5,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,288.15,0,101,1209.6,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,288.15,0.3913,101,1245.2,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,288.15,0.5788,101,1270.2,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,288.15,0.7238,101,1300.1,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,288.15,0.8247,101,1328.3,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,288.15,0.9013,101,1356.1,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,288.15,0.9587,101,1381.8,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,288.15,1,101,1400.2,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,293.15,0,101,1206,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,293.15,0.3913,101,1240.9,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,293.15,0.5788,101,1265.4,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,293.15,0.7238,101,1294.6,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,293.15,0.8247,101,1322.1,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,293.15,0.9013,101,1349.2,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,293.15,0.9587,101,1374.5,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,293.15,1,101,1391.8,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,298.15,0,101,1202.5,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,298.15,0.3913,101,1236.7,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,298.15,0.5788,101,1260.6,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,298.15,0.7238,101,1289.1,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,298.15,0.8247,101,1316,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,298.15,0.9013,101,1342.3,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,298.15,0.9587,101,1366.3,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,298.15,1,101,1383.4,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,303.15,0,101,1198.9,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,303.15,0.3913,101,1232.5,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,303.15,0.5788,101,1255.9,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,303.15,0.7238,101,1283.7,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,303.15,0.8247,101,1309.8,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,303.15,0.9013,101,1335.4,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,303.15,0.9587,101,1358.4,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,303.15,1,101,1374.9,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,308.15,0,101,1195.4,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,308.15,0.3913,101,1228.3,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,308.15,0.5788,101,1251.2,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,308.15,0.7238,101,1278.2,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,308.15,0.8247,101,1303.6,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,308.15,0.9013,101,1328.4,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,308.15,0.9587,101,1350.7,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,308.15,1,101,1366.2,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,313.15,0,101,1191.9,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,313.15,0.3913,101,1224.2,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,313.15,0.5788,101,1246.5,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,313.15,0.7238,101,1272.7,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,313.15,0.8247,101,1297.4,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,313.15,0.9013,101,1321.4,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,313.15,0.9587,101,1342.8,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,313.15,1,101,1357.4,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,318.15,0,101,1188.3,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,318.15,0.3913,101,1220,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,318.15,0.5788,101,1241.8,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,318.15,0.7238,101,1267.3,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,318.15,0.8247,101,1291.2,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,318.15,0.9013,101,1314.3,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,318.15,0.9587,101,1334.8,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,318.15,1,101,1348.5,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,323.15,0,101,1184.9,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,323.15,0.3913,101,1215.9,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,323.15,0.5788,101,1237.1,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,323.15,0.7238,101,1261.9,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,323.15,0.8247,101,1285,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,323.15,0.9013,101,1307.3,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,323.15,0.9587,101,1326.7,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,323.15,1,101,1339.4,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,328.15,0,101,1181.4,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,328.15,0.3913,101,1211.8,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,328.15,0.5788,101,1232.4,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,328.15,0.7238,101,1256.5,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,328.15,0.8247,101,1278.8,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,328.15,0.9013,101,1300.3,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,328.15,0.9587,101,1318.4,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,328.15,1,101,1330.1,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,333.15,0,101,1177.9,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,333.15,0.3913,101,1207.7,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,333.15,0.5788,101,1227.8,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,333.15,0.7238,101,1250.9,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,333.15,0.8247,101,1272.5,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,333.15,0.9013,101,1293.1,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,333.15,0.9587,101,1307.7,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
Uhueb,333.15,1,101,1320.7,Salgado et al. (2014),Density,Liquid,AATMSw,OCC(F)(F)F,"2,2,2-trifluoroethanol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
