setid,"Temperature, K",Solvent: Mole fraction of propan-2-ol,"MolaLity of choline lactate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GVjiK,288.15,1,0.1165,101.3,793.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,288.15,1,0.1444,101.3,793.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,288.15,1,0.1829,101.3,795.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.07,0,101.3,967,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.07,0.0307,101.3,968,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.07,0.0633,101.3,969,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.07,0.0892,101.3,969.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.07,0.1181,101.3,971.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.07,0.152,101.3,972.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.07,0.1763,101.3,973.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.1665,0,101.3,926.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.1665,0.0282,101.3,927.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.1665,0.057,101.3,928.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.1665,0.0856,101.3,929.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.1665,0.1189,101.3,930.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.1665,0.1484,101.3,932,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.1665,0.1795,101.3,933.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.6833,0,101.3,814.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.6833,0.0304,101.3,815,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.6833,0.0591,101.3,816,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.6833,0.0902,101.3,817.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.6833,0.1188,101.3,818.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.6833,0.1506,101.3,820,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,0.6833,0.1842,101.3,821.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,1,0,101.3,785,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,1,0.0299,101.3,785.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,1,0.0594,101.3,786.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,1,0.088,101.3,787.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,1,0.1165,101.3,788.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,1,0.1444,101.3,789.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,298.15,1,0.1829,101.3,790.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.07,0,101.3,962.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.07,0.0307,101.3,962.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.07,0.0633,101.3,964,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.07,0.0892,101.3,964.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.07,0.1181,101.3,966,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.07,0.152,101.3,967.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.07,0.1763,101.3,968.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.1665,0,101.3,918.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.1665,0.0282,101.3,918.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.1665,0.057,101.3,919.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.1665,0.0856,101.3,920.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.1665,0.1189,101.3,922.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.1665,0.1484,101.3,923.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.1665,0.1795,101.3,924.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.6833,0,101.3,804.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.6833,0.0304,101.3,805.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.6833,0.0591,101.3,806.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.6833,0.0902,101.3,807.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.6833,0.1188,101.3,808.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.6833,0.1506,101.3,810,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,0.6833,0.1842,101.3,811.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,1,0,101.3,772.9,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,1,0.0299,101.3,773.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,1,0.0594,101.3,774.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,1,0.088,101.3,775.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,1,0.1165,101.3,776.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,1,0.1444,101.3,777.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,308.15,1,0.1829,101.3,778.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.07,0,101.3,956.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.07,0.0307,101.3,957.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.07,0.0633,101.3,958.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.07,0.0892,101.3,959.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.07,0.1181,101.3,960.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.07,0.152,101.3,961.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.07,0.1763,101.3,962.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.1665,0,101.3,910.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.1665,0.0282,101.3,911.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.1665,0.057,101.3,912,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.1665,0.0856,101.3,913,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.1665,0.1189,101.3,914.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.1665,0.1484,101.3,915,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.1665,0.1795,101.3,916.1,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.6833,0,101.3,794.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.6833,0.0304,101.3,795.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.6833,0.0591,101.3,796.3,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.6833,0.0902,101.3,797.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.6833,0.1188,101.3,799,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.6833,0.1506,101.3,800.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,0.6833,0.1842,101.3,801.5,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,1,0,101.3,763.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,1,0.0299,101.3,764.2,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,1,0.0594,101.3,765,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,1,0.088,101.3,765.8,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,1,0.1165,101.3,766.7,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,1,0.1444,101.3,767.4,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
GVjiK,318.15,1,0.1829,101.3,768.6,Momeni and Shekaari (2022),Density,Liquid,AAlIDA,CC(O)C(=O)[O-].C[N+](C)(C)CCO,choline lactate,AALcwx,CC(C)O,propan-2-ol,AADYJk,O,water
