setid,"Temperature, K","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of ammonium chloride (NH4Cl), mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aaiVh,288.15,0.00606,84.5,0.035,999.949,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.00606,84.5,0.035,999.949,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.00901,84.5,0.035,1000.04,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.00901,84.5,0.035,1000.04,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.01212,84.5,0.035,1000.14,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.01212,84.5,0.035,1000.14,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.01521,84.5,0.035,1000.23,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.01521,84.5,0.035,1000.23,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.01785,84.5,0.035,1000.3,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.01785,84.5,0.035,1000.3,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.02151,84.5,0.035,1000.42,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.02151,84.5,0.035,1000.42,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.02633,84.5,0.035,1000.56,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.02633,84.5,0.035,1000.56,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.03028,84.5,0.035,1000.68,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.03028,84.5,0.035,1000.68,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.04741,84.5,0.035,1001.18,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.04741,84.5,0.035,1001.18,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.05833,84.5,0.035,1001.5,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.05833,84.5,0.035,1001.5,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.06098,84.5,0.035,1001.57,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.06098,84.5,0.035,1001.57,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.07719,84.5,0.035,1002.01,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.07719,84.5,0.035,1002.01,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.09686,84.5,0.035,1002.54,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,288.15,0.09686,84.5,0.035,1002.54,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0,84.5,0.035,998.814,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00113,84.5,0.035,998.856,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00113,84.5,0.035,998.856,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.002,84.5,0.035,998.887,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.002,84.5,0.035,998.887,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00261,84.5,0.035,998.91,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00261,84.5,0.035,998.91,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00286,84.5,0.035,998.921,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00286,84.5,0.035,998.921,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00372,84.5,0.035,998.952,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00372,84.5,0.035,998.952,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.0044,84.5,0.035,998.977,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.0044,84.5,0.035,998.977,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00496,84.5,0.035,998.997,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00496,84.5,0.035,998.997,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00545,84.5,0.035,999.013,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00545,84.5,0.035,999.013,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00606,84.5,0.035,999.032,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00606,84.5,0.035,999.032,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00901,84.5,0.035,999.123,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.00901,84.5,0.035,999.123,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.01212,84.5,0.035,999.218,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.01212,84.5,0.035,999.218,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.01521,84.5,0.035,999.302,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.01521,84.5,0.035,999.302,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.01785,84.5,0.035,999.375,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.01785,84.5,0.035,999.375,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.02151,84.5,0.035,999.483,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.02151,84.5,0.035,999.483,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.02633,84.5,0.035,999.623,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.02633,84.5,0.035,999.623,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.03028,84.5,0.035,999.736,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.03028,84.5,0.035,999.736,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.04741,84.5,0.035,1000.22,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.04741,84.5,0.035,1000.22,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.05833,84.5,0.035,1000.52,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.05833,84.5,0.035,1000.52,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.06098,84.5,0.035,1000.59,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.06098,84.5,0.035,1000.59,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.07719,84.5,0.035,1001.02,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.07719,84.5,0.035,1001.02,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.09686,84.5,0.035,1001.53,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
aaiVh,293.15,0.09686,84.5,0.035,1001.53,Golabiazar and Sadeghi (2014b),Density,Liquid,AADYJk,O,water,AAKOQZ,[Cl-].[NH4+],ammonium chloride (NH4Cl),ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
