setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XPOlF,298.15,0,100,805.76,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,298.15,0.103,100,878.2,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,298.15,0.202,100,929.8,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,298.15,0.306,100,970.6,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,298.15,0.399,100,999.9,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,298.15,0.506,100,1027.2,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,298.15,0.602,100,1047.2,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,298.15,0.698,100,1064.3,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,298.15,0.801,100,1080.2,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,298.15,0.906,100,1094.1,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,298.15,1,100,1105,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,308.15,0,100,798.05,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,308.15,0.103,100,870.6,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,308.15,0.202,100,922.3,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,308.15,0.306,100,963.3,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,308.15,0.399,100,992.7,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,308.15,0.506,100,1020.2,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,308.15,0.602,100,1040.3,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,308.15,0.698,100,1057.5,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,308.15,0.801,100,1073.5,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,308.15,0.906,100,1087.4,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,308.15,1,100,1098.3,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,318.15,0,100,790.21,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,318.15,0.103,100,862.9,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,318.15,0.202,100,914.7,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,318.15,0.306,100,955.9,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,318.15,0.399,100,985.4,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,318.15,0.506,100,1013,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,318.15,0.602,100,1033.3,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,318.15,0.698,100,1050.6,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,318.15,0.801,100,1066.6,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,318.15,0.906,100,1080.6,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
XPOlF,318.15,1,100,1091.5,Vaid et al. (2016),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,,,
