setid,"Temperature, K","Mole fraction of 1,2-ethanediol","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FDQiR,293.15,0.489,100,1246,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,293.15,0.602,100,1228,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,293.15,0.71,100,1208,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,293.15,0.783,100,1191,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,293.15,0.843,100,1174,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,293.15,0.894,100,1158,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,293.15,0.934,100,1143,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,293.15,0.97,100,1128,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,293.15,0.985,100,1121,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,293.15,0.991,100,1118,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,293.15,0.997,100,1115,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,293.15,0.999,100,1114,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,293.15,1,100,1113,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,298.15,0.489,100,1242,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,298.15,0.602,100,1224,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,298.15,0.71,100,1204,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,298.15,0.783,100,1187,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,298.15,0.843,100,1171,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,298.15,0.894,100,1154,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,298.15,0.934,100,1140,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,298.15,0.97,100,1124,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,298.15,0.985,100,1117,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,298.15,0.991,100,1114,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,298.15,0.997,100,1111,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,298.15,0.999,100,1110,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
FDQiR,298.15,1,100,1109,Nordness et al. (2021),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArFGw,CC[n+]1ccn(C)c1.O=C([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoroacetate,,,
