setid,"Temperature, K",Mole fraction of propan-1-ol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yzaKN,283.15,0.107,101,1064.8,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,283.15,0.258,101,1048.9,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,283.15,0.364,101,1035.1,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,283.15,0.47,101,1018.5,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,283.15,0.556,101,1002.2,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,283.15,0.671,101,975,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,283.15,0.756,101,949,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,283.15,0.866,101,902.9,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,288.15,0.107,101,1061.4,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,288.15,0.258,101,1045.4,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,288.15,0.364,101,1031.6,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,288.15,0.47,101,1015.1,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,288.15,0.556,101,998.9,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,288.15,0.671,101,971.6,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,288.15,0.756,101,945.5,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,288.15,0.866,101,899,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,293.15,0.107,101,1058.3,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,293.15,0.258,101,1042.3,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,293.15,0.364,101,1028.5,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,293.15,0.47,101,1011.9,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,293.15,0.556,101,995.6,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,293.15,0.671,101,968.3,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,293.15,0.756,101,942,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,293.15,0.866,101,895.3,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,298.15,0.107,101,1055.1,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,298.15,0.258,101,1039.1,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,298.15,0.364,101,1025.3,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,298.15,0.47,101,1008.6,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,298.15,0.556,101,992.3,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,298.15,0.671,101,964.8,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,298.15,0.756,101,938.4,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,298.15,0.866,101,891.6,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,303.15,0.107,101,1052,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,303.15,0.258,101,1036,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,303.15,0.364,101,1022.1,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,303.15,0.47,101,1005.4,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,303.15,0.556,101,988.9,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
yzaKN,303.15,0.671,101,961.3,Mokhtarani et al. (2010),Density,Liquid,AALcLI,CCCO,propan-1-ol,AAxZbI,CCCCCCCCn1cc[n+](C)c1.O=[N+]([O-])[O-],1-methyl-3-octylimidazolium nitrate,,,
