setid,Mole fraction of methanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LIDgL,0.199,313.15,101.3,1166.9,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.265,298.15,101.3,1171.8,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.265,303.15,101.3,1168.2,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.265,313.15,101.3,1161.4,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.335,298.15,101.3,1165.1,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.335,303.15,101.3,1161.5,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.335,313.15,101.3,1154.6,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.388,298.15,101.3,1159.2,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.388,303.15,101.3,1155.6,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.388,313.15,101.3,1148.8,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.481,298.15,101.3,1146.7,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.481,303.15,101.3,1143.1,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.481,313.15,101.3,1136.1,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.533,298.15,101.3,1138.1,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.533,303.15,101.3,1134.5,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.533,313.15,101.3,1127.5,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.649,298.15,101.3,1112.5,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.649,303.15,101.3,1108.8,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.649,313.15,101.3,1101.8,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.711,298.15,101.3,1092.9,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.711,303.15,101.3,1089.1,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.711,313.15,101.3,1081.8,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.775,298.15,101.3,1066.1,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.775,303.15,101.3,1062.2,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.775,313.15,101.3,1054.9,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.877,298.15,101.3,997.2,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.877,303.15,101.3,993.2,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.877,313.15,101.3,985.6,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.91,303.15,101.3,955.1,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.912,298.15,101.3,959.3,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.912,313.15,101.3,946.9,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.951,298.15,101.3,902.7,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.951,303.15,101.3,898.4,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.951,313.15,101.3,890.1,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.979,298.15,101.3,843.8,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.979,303.15,101.3,839.4,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.979,313.15,101.3,830.3,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
