setid,Mole fraction of methanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LIDgL,0.055,298.15,101.3,1187.3,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.055,303.15,101.3,1187.3,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.055,313.15,101.3,1176.7,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.093,298.15,101.3,1182,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.093,303.15,101.3,1181.4,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.093,313.15,101.3,1174.4,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.136,298.15,101.3,1182.1,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.136,303.15,101.3,1178.5,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.136,313.15,101.3,1171.5,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.199,298.15,101.3,1177.4,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
LIDgL,0.199,303.15,101.3,1173.8,Bhujrajh and Deenadayalu (2007),Density,Liquid,AAGIBL,CO,methanol,ABNEcF,CCCC[n+]1ccn(C)c1.COCCOCCOS(=O)(=O)[O-],1-butyl-3-methylimidazolium 2-(2-methoxyethoxy)ethyl sulfate,,,
