setid,"MolaLity of tetrapropylammonium bromide, mol/kg","Temperature, K","Pressure, kPa",Solvent: Mole fraction of tetrahydrofuran,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jVxjf,0,298.15,101.325,0.4631,1109.85,Zhao et al. (2004a),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AANtst,C1CCOC1,tetrahydrofuran,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide
jVxjf,0.00889,298.15,101.325,0.4631,1109.95,Zhao et al. (2004a),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AANtst,C1CCOC1,tetrahydrofuran,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide
jVxjf,0.02565,298.15,101.325,0.4631,1110.11,Zhao et al. (2004a),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AANtst,C1CCOC1,tetrahydrofuran,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide
jVxjf,0.03769,298.15,101.325,0.4631,1110.23,Zhao et al. (2004a),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AANtst,C1CCOC1,tetrahydrofuran,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide
jVxjf,0.04779,298.15,101.325,0.4631,1110.34,Zhao et al. (2004a),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AANtst,C1CCOC1,tetrahydrofuran,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide
jVxjf,0.072,298.15,101.325,0.4631,1110.55,Zhao et al. (2004a),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AANtst,C1CCOC1,tetrahydrofuran,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide
jVxjf,0.08588,298.15,101.325,0.4631,1110.7,Zhao et al. (2004a),Density,Liquid,AAQwFH,O=C1OCCO1,ethylene carbonate,AANtst,C1CCOC1,tetrahydrofuran,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide
