setid,"Solvent: MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Temperature, K","MolaLity of potassium citrate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZWuqT,0,298.15,0.09937,100,1016.99,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,298.15,0.19724,100,1035.83,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,298.15,0.29804,100,1054.34,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,298.15,0.39472,100,1071.36,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,298.15,0.49947,100,1088.94,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,298.15,0.57886,100,1101.72,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,298.15,0.69593,100,1119.75,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,298.15,0.79601,100,1134.22,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,298.15,0.88725,100,1146.81,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,298.15,0.99316,100,1160.64,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,303.15,0.02026,100,999.758,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,303.15,0.0491,100,1005.54,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,303.15,0.06926,100,1009.53,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,303.15,0.09937,100,1015.45,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,303.15,0.19724,100,1034.06,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,303.15,0.29804,100,1052.46,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,303.15,0.39472,100,1069.26,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,303.15,0.49947,100,1086.78,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,303.15,0.57886,100,1099.48,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,303.15,0.69593,100,1117.27,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,303.15,0.79601,100,1131.48,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,303.15,0.88725,100,1143.92,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,303.15,0.99316,100,1157.52,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,308.15,0.02026,100,998.094,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,308.15,0.0491,100,1003.82,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,308.15,0.06926,100,1007.77,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,308.15,0.09937,100,1013.62,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,308.15,0.19724,100,1032.1,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,308.15,0.29804,100,1050.27,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,308.15,0.39472,100,1066.91,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,308.15,0.49947,100,1084.17,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,308.15,0.57886,100,1096.61,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,308.15,0.69593,100,1114.18,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,308.15,0.79601,100,1128.44,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,308.15,0.88725,100,1140.76,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0,308.15,0.99316,100,1154.42,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,288.15,0.02128,100,1004.26,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,288.15,0.05144,100,1010.37,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,288.15,0.07903,100,1015.9,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,288.15,0.10059,100,1020.17,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,288.15,0.29917,100,1057.8,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,288.15,0.39891,100,1075.54,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,288.15,0.49366,100,1091.67,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,288.15,0.58796,100,1107.1,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,288.15,0.69758,100,1124.14,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,288.15,0.80003,100,1139.34,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,288.15,0.9132,100,1155.28,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,288.15,0.99282,100,1165.87,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,293.15,0.02128,100,1003.33,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,293.15,0.05144,100,1009.38,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,293.15,0.07903,100,1014.86,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
ZWuqT,0.01,293.15,0.10059,100,1019.1,Kumar and Chadha (2014),Density,Liquid,ABGvsa,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[K+].[K+].[K+],potassium citrate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
