setid,"Temperature, K","Mole fraction of 1-butyl-2,3-dimethylimidazolium tetrafluoroborate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LyRZl,288.15,0.0698,101,1138.16,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LyRZl,288.15,0.1114,101,1148.04,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LyRZl,288.15,0.219,101,1163.09,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LyRZl,288.15,0.3157,101,1172.24,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LyRZl,288.15,0.4167,101,1177.8,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LyRZl,288.15,0.5153,101,1181.99,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LyRZl,288.15,0.6157,101,1185.96,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LyRZl,288.15,0.7042,101,1189.36,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LyRZl,288.15,0.8028,101,1192.88,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LyRZl,288.15,0.9065,101,1196.58,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LyRZl,293.15,0.0698,101,1134.55,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
LyRZl,293.15,0.1114,101,1144.09,Pal et al. (2013),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",,,
