setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dEQPI,298.15,0,100,1015.8,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
dEQPI,298.15,0.1,100,1066.6,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
dEQPI,298.15,0.2056,100,1111.4,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
dEQPI,298.15,0.3064,100,1147.6,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
dEQPI,298.15,0.3986,100,1176.1,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
dEQPI,298.15,0.4904,100,1201.1,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
dEQPI,298.15,0.5981,100,1226.7,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
dEQPI,298.15,0.6945,100,1246.8,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
dEQPI,298.15,0.7795,100,1262.8,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
dEQPI,298.15,0.9015,100,1283.1,Suneetha et al. (2017b),Density,Liquid,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,,,
