setid,Mole fraction of butyl ethanoate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MaYDM,0,100,298.15,1289,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABoBVW,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,,,
MaYDM,0.2589,100,298.15,1253.5,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABoBVW,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,,,
MaYDM,0.4969,100,298.15,1183.62,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABoBVW,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,,,
MaYDM,0.6954,100,298.15,1107.48,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABoBVW,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,,,
MaYDM,0.7499,100,298.15,1082.12,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABoBVW,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,,,
MaYDM,0.8031,100,298.15,1048.07,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABoBVW,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,,,
MaYDM,0.8484,100,298.15,1017.62,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABoBVW,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,,,
MaYDM,0.9016,100,298.15,975.724,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABoBVW,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,,,
MaYDM,0.9431,100,298.15,937.732,Andanson et al. (2017),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABoBVW,CCCCCCCC[N+]1(C)CCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-methyl-1-octylpyrrolidinium bis(trifluoromethylsulfonyl)amide,,,
