setid,"MolaLity of 1-butyl-3-methylimidazolium gluconate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wSmTe,0.0563,101,298.15,1001.79,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABMPnT,CCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-butyl-3-methylimidazolium gluconate,,,
wSmTe,0.0717,101,298.15,1003.08,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABMPnT,CCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-butyl-3-methylimidazolium gluconate,,,
wSmTe,0.0827,101,298.15,1003.98,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABMPnT,CCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-butyl-3-methylimidazolium gluconate,,,
wSmTe,0.0937,101,298.15,1004.89,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABMPnT,CCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-butyl-3-methylimidazolium gluconate,,,
wSmTe,0.1327,101,298.15,1008.08,Chen et al. (2016b),Density,Liquid,AADYJk,O,water,ABMPnT,CCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-butyl-3-methylimidazolium gluconate,,,
