setid,"Temperature, K","MolaLity of 1-methyl-1-propylpiperidinium bromide, mol/kg","MolaLity of N-butyl-N-methylpiperidinium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ImAgR,293.15,0.1668,0.3336,101,1017.56,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,293.15,0.2503,0.25,101,1017.75,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,293.15,0.3337,0.1666,101,1017.94,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,293.15,0.5,1.0002,101,1050.08,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,293.15,0.7501,0.7501,101,1050.63,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,293.15,0.7998,1.6001,101,1073.65,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,293.15,1.0006,0.4996,101,1051.18,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,293.15,1.2005,1.1993,101,1074.55,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,293.15,1.5991,0.8006,101,1075.43,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,298.15,0.1668,0.3336,101,1016.13,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,298.15,0.2503,0.25,101,1016.33,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,298.15,0.3337,0.1666,101,1016.54,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,298.15,0.5,1.0002,101,1048.14,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,298.15,0.7501,0.7501,101,1048.71,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,298.15,0.7998,1.6001,101,1071.31,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,298.15,1.0006,0.4996,101,1049.28,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,298.15,1.2005,1.1993,101,1072.24,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,298.15,1.5991,0.8006,101,1073.14,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,303.15,0.1668,0.3336,101,1014.76,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,303.15,0.2503,0.25,101,1014.97,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,303.15,0.3337,0.1666,101,1015.14,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,303.15,0.5,1.0002,101,1045.96,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,303.15,0.7501,0.7501,101,1046.61,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,303.15,0.7998,1.6001,101,1068.82,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,303.15,1.0006,0.4996,101,1047.2,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,303.15,1.2005,1.1993,101,1069.78,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,303.15,1.5991,0.8006,101,1070.71,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,308.15,0.1668,0.3336,101,1013.34,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,308.15,0.2503,0.25,101,1013.53,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,308.15,0.3337,0.1666,101,1013.72,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,308.15,0.5,1.0002,101,1043.83,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,308.15,0.7501,0.7501,101,1044.48,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,308.15,0.7998,1.6001,101,1066.47,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,308.15,1.0006,0.4996,101,1044.99,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,308.15,1.2005,1.1993,101,1067.46,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
ImAgR,308.15,1.5991,0.8006,101,1068.35,Chen et al. (2014d),Density,Liquid,AADYJk,O,water,AAqlRf,CCC[N+]1(C)CCCCC1.[Br-],1-methyl-1-propylpiperidinium bromide,AAtVXq,CCCC[N+]1(C)CCCCC1.[Br-],N-butyl-N-methylpiperidinium bromide
