setid,"Temperature, K","Pressure, kPa",Mole fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BSmje,298.15,100,0.872,901.2,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACVzmt,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,trihexyltetradecylphosphonium decanoate,,,
BSmje,303.15,100,0.872,897.8,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACVzmt,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,trihexyltetradecylphosphonium decanoate,,,
BSmje,308.15,100,0.872,894.5,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACVzmt,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,trihexyltetradecylphosphonium decanoate,,,
BSmje,313.15,100,0.872,891.1,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACVzmt,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,trihexyltetradecylphosphonium decanoate,,,
BSmje,318.15,100,0.872,887.7,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACVzmt,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,trihexyltetradecylphosphonium decanoate,,,
BSmje,323.15,100,0.872,884.3,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACVzmt,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,trihexyltetradecylphosphonium decanoate,,,
BSmje,328.15,100,0.872,880.9,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACVzmt,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,trihexyltetradecylphosphonium decanoate,,,
BSmje,333.15,100,0.872,877.5,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACVzmt,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,trihexyltetradecylphosphonium decanoate,,,
BSmje,338.15,100,0.872,874,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACVzmt,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,trihexyltetradecylphosphonium decanoate,,,
BSmje,343.15,100,0.872,870.6,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACVzmt,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,trihexyltetradecylphosphonium decanoate,,,
BSmje,348.15,100,0.872,867.1,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACVzmt,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,trihexyltetradecylphosphonium decanoate,,,
BSmje,353.15,100,0.872,863.7,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACVzmt,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,trihexyltetradecylphosphonium decanoate,,,
BSmje,358.15,100,0.872,860.2,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACVzmt,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,trihexyltetradecylphosphonium decanoate,,,
BSmje,363.15,100,0.872,856.8,Neves et al. (2011),Density,Liquid,AADYJk,O,water,ACVzmt,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,trihexyltetradecylphosphonium decanoate,,,
