setid,"Temperature, K","Mole fraction of S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VWvRN,295.15,0.502,100,1390,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,295.15,0.748,100,1365,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,298.15,0.251,100,1417,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,298.15,0.502,100,1387,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,298.15,0.748,100,1362,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,303.15,0.251,100,1413,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,303.15,0.502,100,1382,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,303.15,0.748,100,1358,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,308.15,0.251,100,1408,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,308.15,0.502,100,1378,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,308.15,0.748,100,1354,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,313.15,0.251,100,1404,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,313.15,0.502,100,1373,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,313.15,0.748,100,1349,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,318.15,0.251,100,1399,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,318.15,0.502,100,1369,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,318.15,0.748,100,1345,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,323.15,0.251,100,1394,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,323.15,0.502,100,1365,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,323.15,0.748,100,1340,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,328.15,0.251,100,1390,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,328.15,0.502,100,1360,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,328.15,0.748,100,1336,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,333.15,0.251,100,1385,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,333.15,0.502,100,1356,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,333.15,0.748,100,1331,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,338.15,0.251,100,1381,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,338.15,0.502,100,1352,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,338.15,0.748,100,1327,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,343.15,0.251,100,1376,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,343.15,0.502,100,1347,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,343.15,0.748,100,1323,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,348.15,0.251,100,1372,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,348.15,0.502,100,1343,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,348.15,0.748,100,1318,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,353.15,0.251,100,1367,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,353.15,0.502,100,1338,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
VWvRN,353.15,0.748,100,1314,Fillion and Brennecke (2017),Density,Liquid,ABchmo,CCCC[n+]1cccn1C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-2-methylpyrazolium bis(trifluoromethylsulfonyl)imide,ABrjHT,CCCCCCSC(N(C)C)=[N+](C)C.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"S-hexyl-1,1,3,3-tetramethylthiouronium bis(trifluoromethylsulfonyl)imide",,,
