setid,"Temperature, K","MolaLity of L-leucine, mol/kg","Solvent: MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NUkcm,318.15,0.0496,0.005,100,991.5,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.04976,0.05,100,993.2,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.04992,0,100,991.3,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.05004,0.01,100,991.7,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.05037,0.03,100,992.5,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.059,0.01,100,991.8,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0597,0.05,100,993.4,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0598,0.03,100,992.7,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.06,0,100,991.5,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0601,0.005,100,991.7,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0695,0.03,100,992.9,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0698,0.005,100,991.9,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0699,0.05,100,993.6,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0702,0,100,991.8,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0705,0.01,100,992.1,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0785,0.03,100,993,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0794,0,100,992,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0794,0.005,100,992.1,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0797,0.05,100,993.8,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0805,0.01,100,992.3,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0891,0.01,100,992.5,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0896,0,100,992.2,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0906,0.03,100,993.3,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0906,0.05,100,994.1,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.091,0.005,100,992.3,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.099,0.005,100,992.5,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0993,0.01,100,992.7,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.0998,0,100,992.4,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.1,0.03,100,993.5,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
NUkcm,318.15,0.1005,0.05,100,994.3,Kumar et al. (2021b),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,AADYJk,O,water
