setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RYbfj,298.15,0,100,874,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,298.15,0.508,100,1373,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,298.15,0.529,100,1381,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,298.15,0.661,100,1431,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,298.15,0.865,100,1490,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,298.15,1,100,1519,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,308.15,0,100,863,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,308.15,0.508,100,1363,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,308.15,0.529,100,1371,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,308.15,0.661,100,1421,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,308.15,0.865,100,1480,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,308.15,1,100,1509,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,318.15,0,100,852,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,318.15,0.508,100,1352,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,318.15,0.529,100,1360,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,318.15,0.661,100,1411,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,318.15,0.865,100,1469,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,318.15,1,100,1499,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,328.15,0,100,841,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
RYbfj,328.15,0.508,100,1342,Batista et al. (2014),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,,,
