setid,"Weight fraction of trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UWYDt,0,0,288.15,100,753.43,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0,0,293.15,100,749.81,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0,0,298.15,100,746.18,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0,0,303.15,100,742.55,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0,0,308.15,100,738.91,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0,0,313.15,100,735.26,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0,0,318.15,100,731.61,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0,0,323.15,100,727.95,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0,0,328.15,100,724.29,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0,0,333.15,100,720.61,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.1003,0.0062,288.15,100,765.05,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.1003,0.0062,293.15,100,761.47,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.1003,0.0062,298.15,100,757.87,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.1003,0.0062,303.15,100,754.27,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.1003,0.0062,308.15,100,750.71,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.1003,0.0062,313.15,100,747.17,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.1003,0.0062,318.15,100,743.66,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.1003,0.0062,323.15,100,740.07,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.1003,0.0062,328.15,100,736.43,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.1003,0.0062,333.15,100,732.76,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.101,9e-05,288.15,100,767.36,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.101,9e-05,293.15,100,763.78,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.101,9e-05,298.15,100,760.19,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.101,9e-05,303.15,100,756.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.101,9e-05,308.15,100,753,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.101,9e-05,313.15,100,749.4,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.101,9e-05,318.15,100,745.79,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.101,9e-05,323.15,100,742.18,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.101,9e-05,328.15,100,738.56,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.101,9e-05,333.15,100,734.93,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2919,0.0261,288.15,100,808.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2919,0.0261,293.15,100,805.9,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2919,0.0261,298.15,100,803,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2919,0.0261,303.15,100,799.8,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2919,0.0261,308.15,100,796.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2919,0.0261,313.15,100,793.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2919,0.0261,318.15,100,789.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2919,0.0261,323.15,100,786.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2919,0.0261,328.15,100,782.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2919,0.0261,333.15,100,778.9,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2996,0.00026,288.15,100,791.3,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2996,0.00026,293.15,100,787.8,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2996,0.00026,298.15,100,784.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2996,0.00026,303.15,100,780.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2996,0.00026,308.15,100,777.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2996,0.00026,313.15,100,773.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2996,0.00026,318.15,100,770.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2996,0.00026,323.15,100,766.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2996,0.00026,328.15,100,763.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.2996,0.00026,333.15,100,759.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
