setid,"Weight fraction of trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",Weight fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UWYDt,0.5015,0.00043,313.15,100,800.8,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5015,0.00043,318.15,100,797.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5015,0.00043,323.15,100,794.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5015,0.00043,328.15,100,790.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5015,0.00043,333.15,100,787.3,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5502,0.0823,288.15,100,848.9,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5502,0.0823,293.15,100,845.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5502,0.0823,298.15,100,841.8,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5502,0.0823,303.15,100,838,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5502,0.0823,308.15,100,834.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5502,0.0823,313.15,100,830.9,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5502,0.0823,318.15,100,827.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5502,0.0823,323.15,100,824.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5502,0.0823,328.15,100,821,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5502,0.0823,333.15,100,817.4,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5994,0.00034,288.15,100,831.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5994,0.00034,293.15,100,828.3,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5994,0.00034,298.15,100,825,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5994,0.00034,303.15,100,821.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5994,0.00034,308.15,100,818.4,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5994,0.00034,313.15,100,815.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5994,0.00034,318.15,100,811.8,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5994,0.00034,323.15,100,808.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5994,0.00034,328.15,100,805.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.5994,0.00034,333.15,100,801.9,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6329,0.0956,288.15,100,865.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6329,0.0956,293.15,100,861.8,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6329,0.0956,298.15,100,858.4,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6329,0.0956,303.15,100,855,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6329,0.0956,308.15,100,851.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6329,0.0956,313.15,100,848,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6329,0.0956,318.15,100,844.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6329,0.0956,323.15,100,840.7,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6329,0.0956,328.15,100,837.3,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6329,0.0956,333.15,100,834.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6994,0.0004,288.15,100,846.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6994,0.0004,293.15,100,843,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6994,0.0004,298.15,100,839.8,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6994,0.0004,303.15,100,836.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6994,0.0004,308.15,100,833.3,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6994,0.0004,313.15,100,830.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6994,0.0004,318.15,100,826.8,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6994,0.0004,323.15,100,823.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6994,0.0004,328.15,100,820.4,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.6994,0.0004,333.15,100,817.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7093,0.1059,288.15,100,881.4,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7093,0.1059,293.15,100,878,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7093,0.1059,298.15,100,874.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7093,0.1059,303.15,100,871,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7093,0.1059,308.15,100,867.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7093,0.1059,313.15,100,863.8,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7093,0.1059,318.15,100,860.1,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7093,0.1059,323.15,100,856,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7093,0.1059,328.15,100,851.3,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7093,0.1059,333.15,100,845.3,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7945,0.1168,288.15,100,903,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7945,0.1168,293.15,100,899.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7945,0.1168,298.15,100,896,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7945,0.1168,303.15,100,892.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7945,0.1168,308.15,100,888.3,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7945,0.1168,313.15,100,884.4,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7945,0.1168,318.15,100,880.2,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7945,0.1168,323.15,100,875.3,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7945,0.1168,328.15,100,869.6,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7945,0.1168,333.15,100,862.3,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
UWYDt,0.7972,0.00046,288.15,100,862.5,Blahusiak and Schlosser (2014),Density,Liquid,AAgnKZ,CCCCCCCCCCCC,dodecane,AADYJk,O,water,ACskOY,CC(CC(C)(C)C)CP(=O)([O-])CC(C)CC(C)(C)C.CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
