setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Whimk,293.15,0,101,1137.9,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,293.15,0.0398,101,1152.8,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,293.15,0.1021,101,1167.1,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,293.15,0.1433,101,1174,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,293.15,0.1988,101,1181,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,293.15,0.2444,101,1185.6,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,293.15,0.2998,101,1190,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,293.15,0.3979,101,1195.8,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,293.15,0.4786,101,1199.4,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,293.15,0.5652,101,1202.3,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,293.15,0.7127,101,1206.2,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,293.15,0.8212,101,1208.2,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,293.15,0.8546,101,1208.8,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,293.15,1,101,1211.2,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,303.15,0,101,1124.3,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,303.15,0.0398,101,1140.5,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,303.15,0.1021,101,1156.2,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,303.15,0.1433,101,1163.7,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,303.15,0.1988,101,1171.4,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,303.15,0.2444,101,1176.3,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,303.15,0.2998,101,1181.2,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,303.15,0.3979,101,1187.6,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,303.15,0.4786,101,1191.5,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
Whimk,303.15,0.5652,101,1194.7,Iglesias-Otero et al. (2008b),Density,Liquid,AALmzw,C[N+](=O)[O-],nitromethane,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
