setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
IjGOX,293.15,0.0178,100,984.6,Vranes et al. (2014c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
IjGOX,293.15,0.0671,100,1085.4,Vranes et al. (2014c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
IjGOX,293.15,0.1007,100,1141.4,Vranes et al. (2014c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
IjGOX,293.15,0.1937,100,1262,Vranes et al. (2014c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
IjGOX,293.15,0.3006,100,1359.87,Vranes et al. (2014c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
IjGOX,293.15,0.3995,100,1426.94,Vranes et al. (2014c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
IjGOX,293.15,0.5041,100,1481.89,Vranes et al. (2014c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
IjGOX,293.15,0.5544,100,1503.95,Vranes et al. (2014c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
IjGOX,293.15,0.6039,100,1523.58,Vranes et al. (2014c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
IjGOX,293.15,0.699,100,1556.2,Vranes et al. (2014c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
IjGOX,293.15,0.8104,100,1587.98,Vranes et al. (2014c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
IjGOX,293.15,0.8588,100,1600.09,Vranes et al. (2014c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
IjGOX,293.15,0.9093,100,1611.9,Vranes et al. (2014c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
IjGOX,293.15,0.9408,100,1618.79,Vranes et al. (2014c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
IjGOX,298.15,0.0178,100,980,Vranes et al. (2014c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACISwI,CCCCn1cc[n+](C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate,,,
