setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium tricyanomethanide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
IBnqi,283.15,0.05,101.3,1033.4,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,ABGPuG,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Na+],sodium bis(trifluoromethylsulfonyl)imide,,,
IBnqi,293.15,0.05,101.3,1028,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,ABGPuG,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Na+],sodium bis(trifluoromethylsulfonyl)imide,,,
IBnqi,303.15,0.05,101.3,1021.4,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,ABGPuG,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Na+],sodium bis(trifluoromethylsulfonyl)imide,,,
IBnqi,313.15,0.05,101.3,1015.4,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,ABGPuG,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Na+],sodium bis(trifluoromethylsulfonyl)imide,,,
IBnqi,323.25,0.05,101.3,1008.8,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,ABGPuG,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Na+],sodium bis(trifluoromethylsulfonyl)imide,,,
IBnqi,333.25,0.05,101.3,1003.1,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,ABGPuG,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Na+],sodium bis(trifluoromethylsulfonyl)imide,,,
IBnqi,343.35,0.05,101.3,996,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,ABGPuG,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Na+],sodium bis(trifluoromethylsulfonyl)imide,,,
IBnqi,353.35,0.05,101.3,990.8,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,ABGPuG,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Na+],sodium bis(trifluoromethylsulfonyl)imide,,,
IBnqi,363.25,0.05,101.3,984.2,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,ABGPuG,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Na+],sodium bis(trifluoromethylsulfonyl)imide,,,
