setid,Mole fraction of 1-butyl-3-methylpyridinium hexafluorophosphate,Mole fraction of 1-butyl-1-methylpyrrolidinium hexafluorophosphate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
rcfjG,0.2,0.48,318.15,101.3,1300,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.2,0.48,323.15,101.3,1296,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.2,0.48,328.15,101.3,1292,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.2,0.48,333.15,101.3,1289,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.2,0.48,338.15,101.3,1285,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.2,0.48,343.15,101.3,1281,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.2,0.48,348.15,101.3,1278,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.2,0.48,353.15,101.3,1274,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.2,0.48,358.15,101.3,1271,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.2,0.48,363.15,101.3,1267,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.3,0.42,308.15,101.3,1310,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.3,0.42,313.15,101.3,1306,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.3,0.42,318.15,101.3,1303,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.3,0.42,323.15,101.3,1299,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.3,0.42,328.15,101.3,1295,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.3,0.42,333.15,101.3,1291,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.3,0.42,338.15,101.3,1288,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.3,0.42,343.15,101.3,1284,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.3,0.42,348.15,101.3,1281,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.3,0.42,353.15,101.3,1277,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.3,0.42,358.15,101.3,1273,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.3,0.42,363.15,101.3,1270,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.4,0.36,298.15,101.3,1321,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.4,0.36,303.15,101.3,1317,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.4,0.36,308.15,101.3,1313,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.4,0.36,313.15,101.3,1309,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.4,0.36,318.15,101.3,1306,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.4,0.36,323.15,101.3,1302,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.4,0.36,328.15,101.3,1298,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.4,0.36,333.15,101.3,1295,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.4,0.36,338.15,101.3,1291,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.4,0.36,343.15,101.3,1287,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.4,0.36,348.15,101.3,1283,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.4,0.36,353.15,101.3,1280,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.4,0.36,358.15,101.3,1276,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.4,0.36,363.15,101.3,1273,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.5,0.3,308.15,101.3,1316,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.5,0.3,313.15,101.3,1312,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.5,0.3,318.15,101.3,1309,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.5,0.3,323.15,101.3,1305,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.5,0.3,328.15,101.3,1301,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.5,0.3,333.15,101.3,1297,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.5,0.3,338.15,101.3,1294,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.5,0.3,343.15,101.3,1290,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
rcfjG,0.5,0.3,348.15,101.3,1287,Bouarab et al. (2020a),Density,Liquid,ABEocW,CCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylpyridinium hexafluorophosphate,ABFwXH,CCCC[N+]1(C)CCCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpiperidinium hexafluorophosphate,ABDMYZ,CCCC[N+]1(C)CCCC1.F[P-](F)(F)(F)(F)F,1-butyl-1-methylpyrrolidinium hexafluorophosphate
