setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium tricyanomethanide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VLqxg,283.15,0.05,101.3,1020.4,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,AAVmhL,N#C[C-](C#N)C#N.[Na+],sodium tricyanomethanide,,,
VLqxg,293.25,0.05,101.3,1013.8,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,AAVmhL,N#C[C-](C#N)C#N.[Na+],sodium tricyanomethanide,,,
VLqxg,302.95,0.05,101.3,1008.1,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,AAVmhL,N#C[C-](C#N)C#N.[Na+],sodium tricyanomethanide,,,
VLqxg,313.15,0.05,101.3,1001.8,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,AAVmhL,N#C[C-](C#N)C#N.[Na+],sodium tricyanomethanide,,,
VLqxg,323.05,0.05,101.3,995.8,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,AAVmhL,N#C[C-](C#N)C#N.[Na+],sodium tricyanomethanide,,,
VLqxg,333.45,0.05,101.3,989.5,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,AAVmhL,N#C[C-](C#N)C#N.[Na+],sodium tricyanomethanide,,,
VLqxg,343.05,0.05,101.3,984.3,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,AAVmhL,N#C[C-](C#N)C#N.[Na+],sodium tricyanomethanide,,,
VLqxg,353.45,0.05,101.3,977.5,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,AAVmhL,N#C[C-](C#N)C#N.[Na+],sodium tricyanomethanide,,,
VLqxg,363.25,0.05,101.3,971.7,Hilder et al. (2020),Density,Liquid,AAsjdp,CCCC[N+]1(C)CCCC1.N#C[C-](C#N)C#N,1-butyl-1-methylpyrrolidinium tricyanomethanide,AAVmhL,N#C[C-](C#N)C#N.[Na+],sodium tricyanomethanide,,,
