setid,"MolaLity of lithium bis((trifluoromethyl)sulfonyl)amide, mol/kg","Pressure, kPa","Temperature, K","Specific density<SUP>*</SUP>, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dpBoH,0.00899,101,298,0.0012,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,0.01773,101,298,0.0024,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,0.02675,101,298,0.0037,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,0.03534,101,298,0.0049,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,0.04426,101,298,0.0061,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,0.05291,101,298,0.0072,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,0.06156,101,298,0.0084,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,0.07067,101,298,0.0096,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,0.07991,101,298,0.011,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,0.08741,101,298,0.012,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,0.10393,101,298,0.014,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,0.11991,101,298,0.016,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,0.35836,101,298,0.046,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,0.9403,101,298,0.11,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,1.24061,101,298,0.139,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,1.90451,101,298,0.194,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,2.88493,101,298,0.258,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
dpBoH,3.47932,101,298,0.289,Brouillette et al. (1998),Density,Liquid,AATgdC,CC1COC(=O)O1,propylene carbonate,ABDKGa,O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.[Li+],lithium bis((trifluoromethyl)sulfonyl)amide,,,
