setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium dimethylphosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fUbBg,293.15,0.201,101,1194.99,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,293.15,0.4,101,1217.88,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,293.15,0.601,101,1222.6,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,293.15,0.802,101,1223.3,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,298.15,0.201,101,1191.36,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,298.15,0.4,101,1214.42,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,298.15,0.601,101,1219.2,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,298.15,0.802,101,1220,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,303.15,0.201,101,1187.69,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,303.15,0.4,101,1210.96,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,303.15,0.601,101,1215.8,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,303.15,0.802,101,1216.6,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,308.15,0.201,101,1183.98,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,308.15,0.4,101,1207.51,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,308.15,0.601,101,1212.5,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,308.15,0.802,101,1213.2,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,313.15,0.201,101,1180.22,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,313.15,0.4,101,1204.05,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,313.15,0.601,101,1209.1,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,313.15,0.802,101,1209.9,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,318.15,0.201,101,1176.48,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,318.15,0.4,101,1200.57,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,318.15,0.601,101,1205.7,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,318.15,0.802,101,1206.5,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,323.15,0.201,101,1172.67,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,323.15,0.4,101,1197.1,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,323.15,0.601,101,1202.35,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,323.15,0.802,101,1203.2,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,328.15,0.201,101,1168.81,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,328.15,0.4,101,1193.61,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,328.15,0.601,101,1198.98,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,328.15,0.802,101,1199.8,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,333.15,0.201,101,1164.95,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,333.15,0.4,101,1190.11,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,333.15,0.601,101,1195.62,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
fUbBg,333.15,0.802,101,1196.5,Gong et al. (2012),Density,Liquid,AADYJk,O,water,AAtWRk,CC[n+]1ccn(C)c1.COP(=O)([O-])OC,1-ethyl-3-methylimidazolium dimethylphosphate,,,
