setid,"MolaLity of 1-butyl-3-methylimidazolium trifluoromethanesulfonate, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BWKkM,0.048,293.15,101,818.89,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,0.048,308.15,101,807.86,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,0.048,323.15,101,796.5,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,0.103,293.15,101,823.68,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,0.103,308.15,101,812.65,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,0.103,323.15,101,801.3,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,0.203,293.15,101,832.08,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,0.203,308.15,101,821.04,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,0.203,323.15,101,809.68,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,0.246,293.15,101,835.58,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,0.246,308.15,101,824.54,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,0.246,323.15,101,813.18,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,0.746,293.15,101,872.74,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,0.746,308.15,101,861.58,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,0.746,323.15,101,850.17,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,1.014,293.15,101,890.36,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,1.014,308.15,101,879.13,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,1.014,323.15,101,867.69,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,1.517,293.15,101,919.71,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,1.517,308.15,101,908.4,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,1.517,323.15,101,896.89,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,1.778,293.15,101,933.35,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,1.778,308.15,101,921.98,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,1.778,323.15,101,910.45,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,2.024,293.15,101,945.34,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,2.024,308.15,101,933.93,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,2.024,323.15,101,922.38,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,2.477,293.15,101,965.54,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,2.477,308.15,101,954.08,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,2.477,323.15,101,942.49,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,2.963,293.15,101,984.77,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,2.963,308.15,101,973.25,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
BWKkM,2.963,323.15,101,961.63,Gonzalez et al. (2013c),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
