setid,"Temperature, K",Mole fraction of 2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YmpbI,318.15,0.327,101,1176.57,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,318.15,0.346,101,1185.03,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,318.15,0.4337,101,1217.19,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,318.15,0.5321,101,1243.8,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,318.15,0.668,101,1271.89,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,318.15,0.705,101,1277.5,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,318.15,0.8495,101,1297.5,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,318.15,0.9088,101,1304.7,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,318.15,1,101,1314.3,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,328.15,0,101,841.19,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,328.15,0.1039,101,1004.7,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,328.15,0.1857,101,1082.76,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,328.15,0.2557,101,1130.24,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,328.15,0.327,101,1167.58,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,328.15,0.346,101,1176.12,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,328.15,0.4337,101,1208.39,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,328.15,0.5321,101,1235.12,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,328.15,0.668,101,1263.32,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,328.15,0.705,101,1268.92,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,328.15,0.8495,101,1289,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,328.15,0.9088,101,1296.2,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,328.15,1,101,1306,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,338.15,0,101,830.19,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,338.15,0.1039,101,994.8,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,338.15,0.1857,101,1073.3,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,338.15,0.2557,101,1121.07,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,338.15,0.327,101,1158.62,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,338.15,0.346,101,1167.21,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,338.15,0.4337,101,1199.61,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,338.15,0.5321,101,1226.47,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,338.15,0.668,101,1254.8,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,338.15,0.705,101,1260.47,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,338.15,0.8495,101,1280.6,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,338.15,0.9088,101,1287.8,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,338.15,1,101,1297.6,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,348.15,0,101,819.07,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,348.15,0.1039,101,984.7,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,348.15,0.1857,101,1063.84,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,348.15,0.2557,101,1111.9,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,348.15,0.327,101,1149.7,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,348.15,0.346,101,1158.32,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,348.15,0.4337,101,1190.83,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,348.15,0.5321,101,1217.83,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,348.15,0.668,101,1246.35,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,348.15,0.705,101,1252.25,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,348.15,0.8495,101,1272.2,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,348.15,0.9088,101,1279.4,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
YmpbI,348.15,1,101,1289.2,Domanska et al. (2013e),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
