setid,"Temperature, K","Pressure, kPa",Mole fraction of dimethyl sulfoxide,Mole fraction of water,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
KmsPN,333.15,4000,0.999,0.001,1063.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,6000,0,0.013,1131.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,6000,0.048,0.015,1129.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,6000,0.098,0.016,1128.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,6000,0.147,0.014,1127.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,6000,0.248,0.006,1126,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,6000,0.496,0.011,1117.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,6000,0.729,0.021,1100.4,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,6000,0.893,0.008,1084.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,6000,0.999,0.001,1064.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,8000,0,0.013,1131.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,8000,0.048,0.015,1129.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,8000,0.098,0.016,1129,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,8000,0.147,0.014,1127.8,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,8000,0.248,0.006,1126.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,8000,0.496,0.011,1119.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,8000,0.729,0.021,1101.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,8000,0.893,0.008,1085.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,8000,0.999,0.001,1065.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,10000,0,0.013,1132.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,10000,0.048,0.015,1130.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,10000,0.098,0.016,1129.8,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,10000,0.147,0.014,1128.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,10000,0.248,0.006,1127.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,10000,0.496,0.011,1119.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,10000,0.729,0.021,1102.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,10000,0.893,0.008,1086.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,10000,0.999,0.001,1066.8,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,15000,0,0.013,1133.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,15000,0.048,0.015,1132.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,15000,0.098,0.016,1131.4,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,15000,0.147,0.014,1130.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,15000,0.248,0.006,1129,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,15000,0.496,0.011,1121.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,15000,0.729,0.021,1104.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,15000,0.893,0.008,1089.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,15000,0.999,0.001,1069.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,20000,0,0.013,1135.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,20000,0.048,0.015,1133.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,20000,0.098,0.016,1133,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,20000,0.147,0.014,1131.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,20000,0.248,0.006,1130.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,20000,0.496,0.011,1123.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,20000,0.729,0.021,1106.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,20000,0.893,0.008,1091.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,20000,0.999,0.001,1073,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,25000,0,0.013,1136.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,25000,0.048,0.015,1135.4,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,25000,0.098,0.016,1134.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,25000,0.147,0.014,1133.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,25000,0.248,0.006,1132.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,25000,0.496,0.011,1125.4,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,25000,0.729,0.021,1109.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,25000,0.893,0.008,1094.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,25000,0.999,0.001,1076,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,30000,0,0.013,1138.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,30000,0.048,0.015,1136.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,30000,0.098,0.016,1136.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,30000,0.147,0.014,1135,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,30000,0.248,0.006,1134.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,30000,0.496,0.011,1126.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,30000,0.729,0.021,1111.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,30000,0.893,0.008,1096.8,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,30000,0.999,0.001,1078.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,35000,0,0.013,1139.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,35000,0.048,0.015,1138.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,35000,0.098,0.016,1137.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,35000,0.147,0.014,1136.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,35000,0.248,0.006,1135.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,35000,0.496,0.011,1128.4,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,35000,0.729,0.021,1113.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,35000,0.893,0.008,1099.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,333.15,35000,0.999,0.001,1081.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,100,0,0.013,1117.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,100,0.048,0.015,1115.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,100,0.098,0.016,1114.8,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,100,0.147,0.014,1113.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,100,0.248,0.006,1112.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,100,0.496,0.011,1101.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,100,0.729,0.021,1081.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,100,0.893,0.008,1062.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,100,0.999,0.001,1040.6,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,500,0,0.013,1117.8,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,500,0.048,0.015,1116.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,500,0.098,0.016,1115.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,500,0.147,0.014,1113.9,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,500,0.248,0.006,1113.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,500,0.496,0.011,1102.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,500,0.729,0.021,1082,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,500,0.893,0.008,1063.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,500,0.999,0.001,1041.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,1000,0,0.013,1117.5,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,1000,0.048,0.015,1116.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,1000,0.098,0.016,1115,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,1000,0.147,0.014,1113.8,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,1000,0.248,0.006,1113.3,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,1000,0.496,0.011,1102.8,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,1000,0.729,0.021,1082,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,1000,0.893,0.008,1063.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,1000,0.999,0.001,1041.1,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,2000,0,0.013,1117.7,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
KmsPN,353.15,2000,0.048,0.015,1116.2,de Pablo Nisa et al. (2017),Density,Liquid,AAeaVk,C=CC[n+]1ccn(C)c1.[Cl-],1-allyl-3-methylimidazolium chloride,AAPByN,CS(C)=O,dimethyl sulfoxide,AADYJk,O,water
