setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jHRQU,303.15,0,101,1106.3,Fan et al. (2016b),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
jHRQU,303.15,0.0993,101,1143.9,Fan et al. (2016b),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
jHRQU,303.15,0.2001,101,1171,Fan et al. (2016b),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
jHRQU,303.15,0.3023,101,1192.4,Fan et al. (2016b),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
jHRQU,303.15,0.4011,101,1209.1,Fan et al. (2016b),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
jHRQU,303.15,0.5003,101,1223.3,Fan et al. (2016b),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
jHRQU,303.15,0.598,101,1235.3,Fan et al. (2016b),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
jHRQU,303.15,0.7003,101,1246.6,Fan et al. (2016b),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
jHRQU,303.15,0.7997,101,1256.5,Fan et al. (2016b),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
jHRQU,303.15,0.8997,101,1265.7,Fan et al. (2016b),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
jHRQU,303.15,1,101,1272.8,Fan et al. (2016b),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
jHRQU,313.15,0,101,1099.3,Fan et al. (2016b),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AALwIY,OCCO,"1,2-ethanediol",,,
