setid,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nHKoo,0.1489,298.15,100,1252.5,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABvbtx,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
nHKoo,0.1489,303.15,100,1248.2,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABvbtx,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
nHKoo,0.1489,308.15,100,1243.9,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABvbtx,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
nHKoo,0.1489,313.15,100,1239.6,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABvbtx,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
nHKoo,0.1489,318.15,100,1235.3,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABvbtx,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
nHKoo,0.1489,323.15,100,1231,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABvbtx,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
nHKoo,0.1489,328.15,100,1226.8,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABvbtx,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
nHKoo,0.1489,333.15,100,1222.6,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABvbtx,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
nHKoo,0.1489,338.15,100,1218.4,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABvbtx,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
nHKoo,0.1489,343.15,100,1214.2,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABvbtx,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
nHKoo,0.1489,348.15,100,1210,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABvbtx,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
nHKoo,0.1489,353.15,100,1205.9,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABvbtx,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
nHKoo,0.1489,358.15,100,1201.7,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABvbtx,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
nHKoo,0.1489,363.15,100,1197.7,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABvbtx,CCCCCCn1cc[n+](CCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dihexyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
