setid,"Mole fraction of 1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate",Mole fraction of ethanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Pusvc,0.002,0.06,298.15,101,817,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.002,0.1,298.15,101,825,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.004,0.13,298.15,101,831,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.004,0.175,298.15,101,837,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.005,0.204,298.15,101,841,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.005,0.231,298.15,101,845,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.005,0.27,298.15,101,848,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.006,0.312,298.15,101,852,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.007,0.345,298.15,101,855,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.009,0.373,298.15,101,858,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.013,0.401,298.15,101,859,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.017,0.433,298.15,101,862,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.023,0.455,298.15,101,869,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.03,0.477,298.15,101,860,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.04,0.495,298.15,101,862,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.053,0.514,298.15,101,865,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.065,0.513,298.15,101,868,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.075,0.524,298.15,101,874,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.088,0.527,298.15,101,882,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.11,0.521,298.15,101,908,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.136,0.514,298.15,101,938,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.161,0.501,298.15,101,958,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.204,0.469,298.15,101,976,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.247,0.437,298.15,101,998,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.306,0.386,298.15,101,1005,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.351,0.349,298.15,101,1016,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.402,0.299,298.15,101,1030,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.475,0.228,298.15,101,1037,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.547,0.16,298.15,101,1046,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
Pusvc,0.7,0,298.15,101,1070,Hu et al. (2008),Density,Liquid,AAIsrh,CCO,ethanol,AAQxSq,CCOC(C)=O,ethyl acetate,AArruv,Cc1n(C)cc[n+]1CCO.F[B-](F)(F)F,"1-(2-hydroxyethyl)-2,3-dimethylimidazolium tetrafluoroborate"
