setid,"MolaLity of N,N,N-trimethyl-1-decanaminium bromide, mol/kg","Temperature, K","Pressure, kPa",Specific density<SUP>*</SUP>,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
svjri,0.05136,298.15,1030,1.0012,Archer (1987a),Density,Liquid,ABBuyO,CCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-decanaminium bromide",AADYJk,O,water,,,
svjri,0.1,298.15,1030,1.0022,Archer (1987a),Density,Liquid,ABBuyO,CCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-decanaminium bromide",AADYJk,O,water,,,
svjri,0.2994,298.15,1030,1.0056,Archer (1987a),Density,Liquid,ABBuyO,CCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-decanaminium bromide",AADYJk,O,water,,,
svjri,0.4965,298.15,1030,1.0086,Archer (1987a),Density,Liquid,ABBuyO,CCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-decanaminium bromide",AADYJk,O,water,,,
