setid,"Temperature, K","Solvent: MolaLity of 1-butyl-4-methylpyridinium chloride, mol/kg","MolaLity of L-valine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nLRXA,288.15,0.05,0.1001,100,1002.73,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.05,0.1396,100,1003.78,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.05,0.1668,100,1004.48,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.05,0.1985,100,1005.29,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.075,0,100,1000.28,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.075,0.0201,100,1000.81,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.075,0.061,100,1001.88,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.075,0.0999,100,1002.92,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.075,0.1399,100,1003.99,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.075,0.1711,100,1004.83,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.075,0.1997,100,1005.6,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.1,0,100,1000.57,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.1,0.02021,100,1001.13,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.1,0.0596,100,1002.21,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.1,0.1,100,1003.3,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.1,0.1398,100,1004.36,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.1,0.17,100,1005.15,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,288.15,0.1,0.1982,100,1005.88,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.025,0,100,998.79,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.025,0.01995,100,999.34,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.025,0.06,100,1000.42,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.025,0.1018,100,1001.52,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.025,0.1405,100,1002.52,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.025,0.1696,100,1003.24,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.025,0.2007,100,1004.01,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.05,0,100,999.07,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.05,0.02029,100,999.63,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.05,0.0598,100,1000.7,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.05,0.1001,100,1001.78,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.05,0.1396,100,1002.81,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.05,0.1668,100,1003.51,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.05,0.1985,100,1004.3,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.075,0,100,999.34,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.075,0.0201,100,999.86,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.075,0.061,100,1000.93,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.075,0.0999,100,1001.95,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.075,0.1399,100,1003.01,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.075,0.1711,100,1003.84,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.075,0.1997,100,1004.6,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.1,0,100,999.61,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.1,0.02021,100,1000.17,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.1,0.0596,100,1001.24,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.1,0.1,100,1002.32,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.1,0.1398,100,1003.36,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.1,0.17,100,1004.14,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,293.15,0.1,0.1982,100,1004.87,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.025,0,100,997.63,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.025,0.01995,100,998.17,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.025,0.06,100,999.24,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.025,0.1018,100,1000.33,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.025,0.1405,100,1001.31,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.025,0.1696,100,1002.03,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.025,0.2007,100,1002.78,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.05,0,100,997.89,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.05,0.02029,100,998.44,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.05,0.0598,100,999.5,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.05,0.1001,100,1000.56,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.05,0.1396,100,1001.59,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.05,0.1668,100,1002.28,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.05,0.1985,100,1003.06,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.075,0,100,998.15,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.075,0.0201,100,998.66,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.075,0.061,100,999.71,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.075,0.0999,100,1000.72,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.075,0.1399,100,1001.77,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.075,0.1711,100,1002.6,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.075,0.1997,100,1003.35,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.1,0,100,998.41,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.1,0.02021,100,998.95,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.1,0.0596,100,1000.01,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.1,0.1,100,1001.07,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.1,0.1398,100,1002.11,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.1,0.17,100,1002.88,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,298.15,0.1,0.1982,100,1003.6,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.025,0,100,996.22,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.025,0.01995,100,996.76,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.025,0.06,100,997.82,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.025,0.1018,100,998.9,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.025,0.1405,100,999.87,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.025,0.1696,100,1000.58,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.025,0.2007,100,1001.32,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.05,0,100,996.47,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.05,0.02029,100,997.01,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.05,0.0598,100,998.06,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.05,0.1001,100,999.12,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.05,0.1396,100,1000.13,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.05,0.1668,100,1000.82,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.05,0.1985,100,1001.59,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.075,0,100,996.71,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
nLRXA,303.15,0.075,0.0201,100,997.22,Sharma et al. (2017),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,AADYJk,O,water,AAjkTr,CCCC[n+]1ccc(C)cc1.[Cl-],1-butyl-4-methylpyridinium chloride
