setid,"Temperature, K",Mole fraction of 1-butylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zeUWA,298.15,0,101,805.87,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,298.15,0.6998,101,1143.62,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,298.15,0.7497,101,1156.92,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,298.15,0.7961,101,1168.65,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,298.15,0.8452,101,1180.38,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,298.15,0.8963,101,1192.06,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,298.15,0.9503,101,1203.85,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,298.15,1,101,1214.1,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,318.15,0,101,790.25,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,318.15,0.0025,101,792.57,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,318.15,0.0047,101,794.52,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,318.15,0.0083,101,797.69,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,318.15,0.593,101,1099.5,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,318.15,0.699,101,1130.28,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,318.15,0.7949,101,1155.36,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,318.15,0.8959,101,1178.63,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
zeUWA,318.15,1,101,1200.23,Vreekamp et al. (2011),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
