setid,"Temperature, K",Mole fraction of 1-butylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ywaFe,298.15,0,101,785.21,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.0486,101,848.34,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.0494,101,848.87,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.0959,101,897.26,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.148,101,942.44,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.201,101,981.21,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.2503,101,1011.45,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.3008,101,1038.48,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.3516,101,1061.85,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.3997,101,1081.12,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.4982,101,1114.48,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.6008,101,1142.95,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.6456,101,1153.46,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.7007,101,1165.15,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.7009,101,1165.17,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.7527,101,1175.29,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,0.7885,101,1181.82,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,298.15,1,101,1214.1,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,318.15,0,101,767.77,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,318.15,0.0491,101,832.3,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,318.15,0.096,101,881.9,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,318.15,0.1461,101,926.08,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,318.15,0.1963,101,962.79,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,318.15,0.298,101,1022.14,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,318.15,0.3876,101,1061.76,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,318.15,0.4923,101,1098.63,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,318.15,0.5938,101,1126.98,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,318.15,0.6899,101,1148.61,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,318.15,0.7867,101,1167.75,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,318.15,0.8239,101,1174.08,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,318.15,0.8895,101,1184.64,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
ywaFe,318.15,1,101,1200.23,Vreekamp et al. (2011),Density,Liquid,AAIsrh,CCO,ethanol,AAquMR,CCCC[n+]1ccccc1.F[B-](F)(F)F,1-butylpyridinium tetrafluoroborate,,,
