setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Ghqtd,298.15,0.0479,101.3,967.3,Prathipati et al. (2020),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
Ghqtd,298.15,0.0964,101.3,1019.4,Prathipati et al. (2020),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
Ghqtd,298.15,0.1514,101.3,1072.3,Prathipati et al. (2020),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
Ghqtd,298.15,0.2034,101.3,1117.7,Prathipati et al. (2020),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
Ghqtd,298.15,0.2917,101.3,1189,Prathipati et al. (2020),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
Ghqtd,298.15,0.3883,101.3,1258.3,Prathipati et al. (2020),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
Ghqtd,298.15,0.4926,101.3,1324.2,Prathipati et al. (2020),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
Ghqtd,298.15,0.5974,101.3,1380.4,Prathipati et al. (2020),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
Ghqtd,298.15,0.6927,101.3,1422.7,Prathipati et al. (2020),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
Ghqtd,298.15,0.7631,101.3,1449.5,Prathipati et al. (2020),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAUBtI,CCCOCCO,2-propoxyethanol,,,
