setid,Mole fraction of propan-2-ol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kwBiO,0.1577,303.15,101,1381.1,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.1577,308.15,101,1376.6,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.1756,298.15,101,1381.9,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.1756,303.15,101,1377.4,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.1756,308.15,101,1372.8,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.3062,298.15,101,1351.17,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.3062,303.15,101,1346.52,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.3062,308.15,101,1341.87,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.3957,298.15,101,1325.2,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.3957,303.15,101,1320.5,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.3957,308.15,101,1315.8,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.51,298.15,101,1283.48,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.51,303.15,101,1278.76,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.51,308.15,101,1274.2,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.6002,298.15,101,1241.53,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.6002,303.15,101,1236.99,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.6002,308.15,101,1232.16,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.7046,298.15,101,1177.92,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.7046,303.15,101,1173.18,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.7046,308.15,101,1168.43,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.8006,298.15,101,1098,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.8006,303.15,101,1093.12,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.8006,308.15,101,1088.31,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.8988,298.15,101,978.71,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.8988,303.15,101,974.13,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.8988,308.15,101,969.49,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,1,298.15,101,781.06,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,1,303.15,101,776.8,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,1,308.15,101,772.46,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
