setid,Mole fraction of propan-2-ol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kwBiO,0,298.15,101,1414.7,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0,303.15,101,1410.1,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0,308.15,101,1405.5,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.0534,298.15,101,1405.5,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.0534,303.15,101,1400.9,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.0534,308.15,101,1396.4,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.1034,298.15,101,1396.4,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.1034,303.15,101,1391.8,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.1034,308.15,101,1387.3,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
kwBiO,0.1577,298.15,101,1385.6,Gonzalez et al. (2013e),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,ABenCa,CCCC[n+]1cccc(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylpyridinium bis[(trifluoromethyl)sulfonyl]amide,,,
