setid,"Temperature, K",Mole fraction of aluminum chloride,Mole fraction of 1-ethyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CKVqm,308.15,0.5602,0.3734,101,1351.6,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,308.15,0.5942,0.3961,101,1343.2,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,318.15,0.5091,0.3394,101,1356.4,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,318.15,0.51,0.34,101,1354.7,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,318.15,0.5602,0.3734,101,1342.4,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,318.15,0.5942,0.3961,101,1334.3,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,328.15,0.5091,0.3394,101,1348.5,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,328.15,0.51,0.34,101,1346.8,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,328.15,0.5602,0.3734,101,1334.3,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,328.15,0.5942,0.3961,101,1325.5,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,338.15,0.5091,0.3394,101,1339.2,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,338.15,0.51,0.34,101,1338.3,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,338.15,0.5602,0.3734,101,1325.2,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,338.15,0.5942,0.3961,101,1316.7,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,348.15,0.5091,0.3394,101,1330.6,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,348.15,0.51,0.34,101,1328.7,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,348.15,0.5602,0.3734,101,1315.9,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,348.15,0.5942,0.3961,101,1307.8,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,358.15,0.5091,0.3394,101,1322,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,358.15,0.51,0.34,101,1320.2,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,358.15,0.5602,0.3734,101,1307.5,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,358.15,0.5942,0.3961,101,1299,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,368.15,0.5091,0.3394,101,1313.2,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,368.15,0.51,0.34,101,1311.6,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,368.15,0.5602,0.3734,101,1299.2,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,368.15,0.5942,0.3961,101,1290.1,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,378.15,0.5091,0.3394,101,1304.8,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,378.15,0.51,0.34,101,1303,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,378.15,0.5602,0.3734,101,1290.4,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
CKVqm,378.15,0.5942,0.3961,101,1281.3,Elias and Wilkes (1994),Density,Liquid,AAZhtG,Cl[Al](Cl)Cl,aluminum chloride,AAIHRm,[Cl-].[Li+],lithium chloride,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride
