setid,"Temperature, K","Mole fraction of 1-butyl-2,3-dimethylimidazolium tetrafluoroborate",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CfyHy,293.15,0.3043,0.5812,100,1234.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.3263,0.5572,100,1232.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.3435,0.5368,100,1230.6,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.3652,0.5132,100,1228.8,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.3846,0.4916,100,1227.2,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.4063,0.4691,100,1225.6,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.4291,0.4449,100,1224.1,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.4526,0.424,100,1222.9,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.4648,0.4119,100,1222.2,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.4772,0.3996,100,1221.5,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.5024,0.3763,100,1220.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.5172,0.363,100,1219.7,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.5317,0.35,100,1219,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.5565,0.3262,100,1217.8,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.5852,0.2996,100,1216.4,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.608,0.2783,100,1215.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.6371,0.2514,100,1213.9,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.6721,0.2226,100,1212.2,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.6988,0.198,100,1210.7,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.7202,0.1784,100,1209.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.7375,0.1584,100,1207.8,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,293.15,0.7605,0.1385,100,1206.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.1215,0.7767,100,1249.4,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.1397,0.754,100,1247,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.1531,0.7399,100,1245.6,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.1654,0.7201,100,1244.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.1892,0.701,100,1241.8,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.2029,0.6954,100,1240.7,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.2147,0.6819,100,1239.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.2416,0.6518,100,1237.2,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.264,0.6245,100,1234.7,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.2817,0.6049,100,1233,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.3043,0.5812,100,1230.9,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.3263,0.5572,100,1229,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.3435,0.5368,100,1227.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.3652,0.5132,100,1225.5,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.3846,0.4916,100,1224,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.4063,0.4691,100,1222.5,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.4291,0.4449,100,1221,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.4526,0.424,100,1219.9,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.4648,0.4119,100,1219.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.4772,0.3996,100,1218.6,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.5024,0.3763,100,1217.5,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.5172,0.363,100,1216.9,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.5317,0.35,100,1216.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.5565,0.3262,100,1215.1,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.5852,0.2996,100,1213.9,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.608,0.2783,100,1212.8,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.6371,0.2514,100,1211.4,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.6721,0.2226,100,1209.9,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.6988,0.198,100,1208.5,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.7202,0.1784,100,1207.2,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.7375,0.1584,100,1205.8,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,298.15,0.7605,0.1385,100,1204.4,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,303.15,0.1215,0.7767,100,1246,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,303.15,0.1397,0.754,100,1243.6,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,303.15,0.1531,0.7399,100,1242.3,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
CfyHy,303.15,0.1654,0.7201,100,1241,Gupta et al. (2017a),Density,Liquid,AAStxH,O=C1CCCCC1,cyclohexanone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
