setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XeZfm,293.15,0,100,785.4,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,293.15,0.0815,100,853.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,293.15,0.1596,100,906.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,293.15,0.2405,100,951.1,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,293.15,0.3495,100,1000.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,293.15,0.4405,100,1034,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,293.15,0.5607,100,1070.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,293.15,0.6506,100,1093.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,293.15,0.7413,100,1114.1,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,293.15,0.8515,100,1135,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,293.15,0.9396,100,1149.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,293.15,1,100,1158.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,298.15,0,100,781.1,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,298.15,0.0815,100,849.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,298.15,0.1596,100,902.5,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,298.15,0.2405,100,947.4,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,298.15,0.3495,100,996.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,298.15,0.4405,100,1030.5,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,298.15,0.5607,100,1067.4,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,298.15,0.6506,100,1090.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,298.15,0.7413,100,1110.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,298.15,0.8515,100,1131.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,298.15,0.9396,100,1146.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,298.15,1,100,1155.2,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,303.15,0,100,776.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,303.15,0.0815,100,846,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,303.15,0.1596,100,898.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,303.15,0.2405,100,943.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,303.15,0.3495,100,993.2,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,303.15,0.4405,100,1027.2,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,303.15,0.5607,100,1064.2,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,303.15,0.6506,100,1087.4,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,303.15,0.7413,100,1107.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,303.15,0.8515,100,1129,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,303.15,0.9396,100,1143.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,303.15,1,100,1152.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,308.15,0,100,772.4,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,308.15,0.0815,100,841.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,308.15,0.1596,100,894.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,308.15,0.2405,100,940.1,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,308.15,0.3495,100,989.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,308.15,0.4405,100,1023.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,308.15,0.5607,100,1060.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,308.15,0.6506,100,1084.2,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,308.15,0.7413,100,1104.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,308.15,0.8515,100,1126,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,308.15,0.9396,100,1140.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,308.15,1,100,1149.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,313.15,0,100,768,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,313.15,0.0815,100,837.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,313.15,0.1596,100,891.1,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,313.15,0.2405,100,936.5,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,313.15,0.3495,100,986.4,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,313.15,0.4405,100,1020.6,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,313.15,0.5607,100,1057.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
