setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
XeZfm,313.15,0.6506,100,1081.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,313.15,0.7413,100,1101.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,313.15,0.8515,100,1123.2,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,313.15,0.9396,100,1137.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,313.15,1,100,1146.5,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,318.15,0,100,763.4,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,318.15,0.0815,100,833.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,318.15,0.1596,100,887.1,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,318.15,0.2405,100,932.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,318.15,0.3495,100,982.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,318.15,0.4405,100,1017.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,318.15,0.5607,100,1054.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,318.15,0.6506,100,1078.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,318.15,0.7413,100,1098.9,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,318.15,0.8515,100,1120.5,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,318.15,0.9396,100,1135,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,318.15,1,100,1143.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,323.15,0,100,758.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,323.15,0.0815,100,829.5,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,323.15,0.1596,100,883.3,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,323.15,0.2405,100,929.2,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,323.15,0.3495,100,979.5,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,323.15,0.4405,100,1014.1,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,323.15,0.5607,100,1051.7,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,323.15,0.6506,100,1075.4,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,323.15,0.7413,100,1096.1,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,323.15,0.8515,100,1117.8,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,323.15,0.9396,100,1132.5,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
XeZfm,323.15,1,100,1141.2,Heydarian et al. (2019),Density,Liquid,AAmkVH,CCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-butyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
